Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
NOIDATOLL,NOIDA TOLL BRIDGE,1072483373,6.9,20,12.19512195,1315739,9078599.1,6.56390553,6.80739331,7.29498368,7.39897648,129314000,Transportation,16828000,95.07858171,
MANGCHEFER,MANGALORE CHEMICAL,10944874104,110.8,19.97834326,31.04671792,4689705,519619314,92.88193491,93.40226783,93.78704362,82.78674631,28955830000,Process Industries,1917906000,5.70667911,
AIRAN,AIRAN LTD,2381630000,22.85,19.94750656,18.7012987,2592993,59249890.05,19.81052332,19.63180543,20.05068839,21.01667569,872966000,Technology Services,118305000,19.20396433,
GALLANTT,GALLANTT METAL LTD,5834876390,82.5,15.30398323,16.60777385,808765,66723112.5,72.77190681,71.55812862,70.14961518,67.73050746,10070548000,Non-Energy Minerals,1321820000,4.75731975,
GPTINFRA,GPT INFRAPROJECTS,2434498148,95.25,13.32540155,9.92498557,348347,33180051.75,88.63051555,89.30693112,87.46673717,80.04872648,6745206000,Industrial Services,840824000,5.7847518,
KAMDHENU,KAMDHENU LTD,4949397976,205.7,12.46582832,8.46295808,609688,125412821.6,191.23985759,196.21683849,208.91408243,207.0190982,6252213000,Non-Energy Minerals,604707000,9.53068342,
OIL,OIL INDIA LTD,271968845886.99997,278.9,11.13767683,24.03824772,14799240,4127508035.999999,245.85709372,239.10036549,234.16945258,212.99281115,174332900000,Energy Minerals,85602300000,5.15089017,
STERTOOLS,STERLING TOOLS,7451608448,227.4,9.9879081,30.99078341,293729,66793974.6,193.05501476,175.83808519,162.09263674,172.03115659,5095832000,Producer Manufacturing,649149000,12.70090449,
ELECON,ELECON ENGINEERING,25777942287,250.6,8.81458967,25.89801557,9241504,2315920902.4,214.77858656,203.18918242,188.46367181,165.75622925,12035538000,Producer Manufacturing,2464398000,10.46013764,
MCLEODRUSS,MCLEOD RUSSEL INDI,2193570419,22.75,8.59188544,5.08083141,1276785,29046858.75,21.55321701,21.86790224,22.97210234,25.24050354,14050384000,Consumer Non-Durables,796600000,29.82371381,
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,5727263229,565.75,8.22572932,-10.2980815,8451,4781153.25,526.56900285,504.05898041,518.0808584,518.1973782,469595000,Consumer Durables,104800000,39.12274073,
APARINDS,APAR INDUSTRY LTD,27274042893,769.1,7.97416819,11.27830428,809973,622950234.3000001,700.00858674,674.50602819,662.20140941,648.68824247,63747000000,Electronic Technology,4733100000,6.04649023,
HEMIPROP,HEMISPHERE PROP IND LTD,31449749565,118.95,7.84224841,14.59537572,3607404,429100705.8,108.80943484,108.13894801,111.74893602,122.34571043,31598000,Finance,-126059000,-249.48436498,
ARMANFIN,ARMAN FINANCIAL SE,9094016048,1151.95,7.68403833,12.36892162,27766,31985043.70000001,1063.82558406,1040.31645068,1015.98211637,904.41936357,1932607000,Finance,616983000,26.90775118,
MAXVIL,MAX VENTURES & IND,14033404121,102.1,7.53027909,9.19786096,230486,23532620.6,96.99760688,98.18443666,102.53473423,104.42746667,1009671000,Process Industries,1628537000,7.9216414,
RATNAMANI,RATNAMANI MET &TBS,116714863601,2693.7,7.14797136,6.98625784,100559,270875778.29999995,2576.30379086,2522.32345817,2428.491652,2199.95556393,31387772000,Non-Energy Minerals,4943906000,23.60782418,121404000000
SOTL,SAVITA OIL TECHNOL,15107423702,1161.55,7.09478149,7.511107,70844,82288848.2,1090.31290207,1081.77566113,1092.58683701,1153.63722121,18988994000,Process Industries,3897542000,3.04595863,
CEBBCO,COMMERCIAL ENGINEE,5122882193,61,6.73665792,4.00682012,1295534,79027574,57.83141998,56.51447976,53.23845281,43.56299151,3634639000,Producer Manufacturing,263940999.99999997,21.77435939,
PGEL,PG ELECTROPLAST LTD,18411509368,924.8,6.4701819,18.81544292,189793,175520566.4,827.75088511,781.79696359,747.28178374,634.25298742,7032065000,Electronic Technology,629701000,32.41242648,
VISESHINFO,VISESH INFOTECNICS,3019549264,0.85,6.25,6.25,28997466,24647846.1,0.8160985,0.83977071,0.92454935,0.74554568,4147818,Technology Services,,,
THYROCARE,THYROCARE TECHNOL,33506323876.000004,670.5,5.79881657,0.53981107,998382,669415131,659.43984586,683.51060209,746.27612374,919.26180744,5888600000,Health Services,2349100000,13.85991396,
BLISSGVS,BLISS GVS PHARMA,8226843199.000001,84.7,5.61097257,5.0216987,808741,68500362.7,79.79595985,78.0421213,78.25433974,92.46435461,7474541000,Health Technology,447463000,17.48322029,
GLS,GLENMARK LIFE SCIENCE LTD,53470855487,461.95,5.46803653,8.63021752,496041,229146139.95,436.23625284,440.12537727,459.93119115,571.38345962,21232140000,Health Technology,6160600000,8.67948828,
RENUKA,SHREE RENUKA SUGAR,108020854614,53.4,5.32544379,20.13498313,34726227,1854380521.8,49.35706829,48.63428484,46.6779988,36.44624813,63864000000,Process Industries,3819000000,41.79126856,
STEELCAS,STEELCAST LTD,6392804051,332.7,5.31813865,8.77881314,4596,1529089.2,316.2656697,318.3844725,321.40429785,,3020402000,Producer Manufacturing,636904000,10.03731183,
MFL,MEGHMANI FINECHEM LTD,59273376557,1498.2,5.12577623,9.65782251,321185,481199367,1390.81401672,1339.53592601,1220.58180654,,15509414000,Process Industries,5094875000,11.63392165,
ZENITHSTL,ZENITH STEEL PIP IND LTD,1585004335,10.5,5,26.5060241,34295,360097.5,8.71858325,7.37110227,5.14229083,2.43889237,778717000,Non-Energy Minerals,101105000,36.14396256,
NDTV,NEW DELHI TELEVISI,10963339269,178.5,5,9.9137931,80361,14344438.5,169.78037857,171.01954286,176.71197182,140.16811611,3964000000,Consumer Services,983900000,10.43026656,
HUBTOWN,HUBTOWN LTD,4004110028,58.8,5,3.97877984,85755,5042394,56.31233372,57.11827853,56.84974415,48.15733539,1954243000,Finance,80300000,101.83947731,
ADANIPOWER,ADANI POWER LTD,1096334900757.0002,298.3,4.99824006,-12.32916973,12813174,3822169804.2,303.37098664,296.02312297,258.11373418,167.05607221,277111800000,Utilities,98141600000,11.17094994,
CAREERP,CAREER POINT LTD,2057621459,118.7,4.99778859,4.67372134,110386,13102818.2,113.09483343,113.31743632,115.95856876,128.55157916,491966000,Consumer Services,28179000,76.31645761,2491750000
XPROINDIA,XPRO INDIA LTD.,13075168047,1171.25,4.99775885,10.4327739,15866,18583052.5,1086.35684406,1105.98360476,1161.46866384,932.8386199,4717199000,Process Industries,638242000,20.48622317,
SHAHALLOYS,SHAH ALLOYS,1728325194,91.4,4.99712809,27.47559275,47299,4323128.6,79.26249407,78.32906589,81.77226487,61.24514033,5016574000,Non-Energy Minerals,1167800000,2.82893063,
OLECTRA,OLECTRA GREENTECH,52404445786,670.4,4.99608457,12.19144841,1270413,851684875.1999999,608.50582215,601.47849833,624.83419216,595.91578414,5932573000,Consumer Durables,846374000,60.35667186,
FSC,FUTURE SUPPLY CHAI,1320896441,31.55,4.99168053,19.28166352,279830,8828636.5,28.3964929,29.13330371,36.46657282,59.96164428,4664146000,Transportation,1219292000,7.2832016,
JPOLYINVST,JINDAL POLY INV &,3047933814,300.95,4.98866213,27.57524375,30792,9266852.4,259.76861344,249.30558209,253.81160425,227.20060161,10516000,Finance,,,
DEEPENR,DEEP ENE RESOURCES LTD,2790399902,91.55,4.98853211,2.4049217,21664,1983339.2,89.75649086,89.31707169,80.77866902,59.18035658,23844000,Industrial Services,9552000,317.21879209,
MRPL,MANGALORE REF &PET,151074007322,90.5,4.98839907,16.32390746,2454803,222159671.5,83.84651852,80.63433584,70.46459529,54.05029819,697270700000,Energy Minerals,48995200000,3.08344506,
CHENNPETRO,CHENNAI PETRO CP,45551993969,321.1,4.9861043,19.85815603,1000117,321137568.70000005,299.00607005,290.17095701,248.08552112,165.67205711,433753800000,Energy Minerals,27238900000,1.67231401,
SASTASUNDR,SASTASUNDAR VENTUR,9447718260,309.2,4.97368868,2.7071915,24932,7708974.4,307.13450809,321.52119653,352.84050069,364.53450465,5457715000,Retail Trade,-383924000,-25.52001245,
FLFL,FUTURE LIFESTYLE F,3478598744,17.95,4.97076023,25.96491228,58989,1058852.55,15.95258688,16.91158448,24.23446711,45.41177605,22767200000,Consumer Non-Durables,1581600000,11.02364615,
SARVESHWAR,SARVESHWAR FOODS L,1260300000,53.849998,4.97075838,13.84777831,1600,86159.9968,49.88197688,48.42349666,46.10429944,37.56802518,5149430000,Process Industries,240375000,16.06984919,
