Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
ORIENTBELL,ORIENT BELL LTD,7035300612,579.4,18.52306433,17.0741564,476169,275892318.6,511.245823,487.8162715,439.2318382,354.1598697,5004917000,Producer Manufacturing,486600000,8.70784,,25-Feb-22
TEXRAIL,TEXMACO RAIL & ENG,9495162155,34.95,18.47457627,-5.66801619,4114401,143798315,35.46600465,37.29837242,36.94296978,34.09858272,16888479000,Producer Manufacturing,1604899000,10.4784,,25-Feb-22
ADVENZYMES,ADVANCED ENZYME TE,29302957453,309.8,18.06402439,4.274655,1965565,608932037,293.4401267,302.593239,318.222522,347.4212104,5004460000,Process Industries,2159990000,15.5425,,25-Feb-22
NAHARPOLY,NAHAR POLY FILMS,8506216034,399.15,16.01511408,-2.01301092,209503,83623122.45,393.1988615,390.0075964,353.5472208,257.0217297,3034307000,Process Industries,881286000,4.99336,,25-Feb-22
BIRLACABLE,BIRLA CABLE LTD,3535499954,136.15,15.62632696,7.88431062,1813345,246886921.8,123.9177599,118.9039274,108.7941312,92.43386927,3256412000,Producer Manufacturing,378324000,10.7048,,25-Feb-22
FACT,FERTILIZERS & CHEM,64610140358,115.3,15.41541542,-3.71607516,1354399,156162204.7,115.7979744,121.6733071,125.7373964,119.3516842,22423433000,Process Industries,4964543000,,,25-Feb-22
GANESHHOUC,GANESH HOUSING CP,9233897958,202.8,14.31792559,-0.29498525,167157,33899439.6,196.6875791,199.7042549,200.4070037,162.6819163,1671532245,Consumer Durables,1073899000,,,25-Feb-22
GAYAPROJ,GAYATRI PROJECTS,3725253754,22.7,14.07035176,-17.60435572,1775101,40294792.7,24.08305932,25.29003763,28.09466909,34.48443527,39005189000,Industrial Services,-499064000,5.38287,,25-Feb-22
MAANALU,MAAN ALUMINIUM LTD,1406882508,118.3,13.96917148,-1.16959064,147855,17491246.5,116.9770958,119.6507159,121.1317604,120.3845896,4028760569,Producer Manufacturing,301800000,6.65265,,25-Feb-22
RBA,RESTAURANT BRAND ASIA LTD,47425980263,109.45,13.71428571,-14.29130775,5513866,603492633.7,116.9482946,124.5625934,134.5922032,146.9063643,4944540000,Consumer Services,1046880000,279.859,,25-Feb-22
GOKUL,GOKUL REFOILS & SO,2930252119,33.6,13.70558376,-1.03092784,662011,22243569.6,33.46481169,35.1720907,36.59156064,31.88317919,24631204000,Process Industries,431448000,7.91184,,25-Feb-22
RESPONIND,RESPONSIVE INDUSTR,44387586105,188.95,13.68832732,-1.12506541,415863,78577313.85,188.362721,190.1224338,176.5511783,149.9431768,7557120000,Producer Manufacturing,1173594000,32.7274,,25-Feb-22
GRWRHITECH,GARWARE HI-TECH FILMS LIM,16539142690,810.25,13.33752972,17.41052021,158749,128626377.3,732.2547318,,,,9738989000,Process Industries,2347200000,7.38612,,25-Feb-22
PRIMESECU,PRIME SECURITIES,2648824796,97.05,13.17784257,-6.095791,150385,14594864.25,100.7113759,104.9022496,107.8398673,93.8031518,432100000,Finance,267500000,4.78585,,25-Feb-22
JMFINANCIL,JM FINANCIAL,58292132083,69.2,12.97959184,1.91458027,2092248,144783561.6,66.99141142,68.74103102,71.92089681,80.64090542,32017200000,Finance,17140400000,6.3921,,25-Feb-22
JSLHISAR,JINDAL STAINLESS (,71370244446,342.85,12.90959987,-7.25010145,434915,149110607.8,352.2319312,366.9865753,365.551471,297.3720009,93750700000,Non-Energy Minerals,19540100000,4.0074,,25-Feb-22
INTENTECH,INTENSE TECHNOLOGI,1469807259,73.8,12.5,-15.22113728,202854,14970625.2,79.65353216,83.94585911,84.39745301,73.12813371,720355000,Technology Services,274433000,2.75694,,25-Feb-22
TRITURBINE,TRIVENI TURBINE LTD,51906695954,180.6,12.45330012,-4.11468012,1004914,181487468.4,182.2309387,188.2856688,189.5005181,160.9181843,6955990000,Producer Manufacturing,1454400000,20.0223,,25-Feb-22
COMPINFO,COMPUAGE INFOCOM L,1806327390,31.2,12.43243243,-9.69609262,550051,17161591.2,32.62515954,34.55360614,34.85667175,29.09778554,37297867000,Technology Services,944504000,8.36734,,25-Feb-22
YAARI,YAARI DIGI INT SER LTD,4692153877,63.9,12.00701139,-13.88140162,643773,41137094.7,67.27757045,72.52350286,82.59789889,,1684600000,Distribution Services,-710100000,134.193,,25-Feb-22
HPAL,HP ADHESIVES LTD,6206138212,378.55,11.963916,1.77443205,599381,226895677.6,369.7715641,379.5117815,,,1181625000,Non-Energy Minerals,,,,25-Feb-22
ASHOKA,ASHOKA BUILDCON LTD,22977193947,91.45,11.93390453,-5.77022154,1823424,166752124.8,91.64775799,93.78184558,96.69158852,98.27944845,49883161000,Industrial Services,16828476000,5.9186,,25-Feb-22
TIIL,TECHNOCRAFT INDUST,18785352898,857.7,11.75972376,-1.129683,31925,27382072.5,824.7823504,826.5297606,828.5764271,732.1036608,12945437000,Producer Manufacturing,3561576000,5.37637,,25-Feb-22
SUPRIYA,SUPRIYA LIFESCIENCE LTD,31066359146,431.65,11.73958064,4.88397522,1159936,500686374.4,417.3233538,434.2340514,,,,Health Technology,,,,25-Feb-22
DYNPRO,DYNEMIC PRODUCTS L,5894758290,582.85,11.69988501,6.93514356,97594,56882662.9,550.9056503,557.7383893,575.998005,546.041244,2019349000,Process Industries,433514000,18.2926,,25-Feb-22
AYMSYNTEX,AYM SYNTEX LTD,5223500171,115.55,11.53474903,-3.90852391,103337,11940590.35,115.4345711,119.4263415,118.5468643,97.3847293,9474100000,Process Industries,1604000000,,,25-Feb-22
ASIANENE,ASIAN ENERGY SERVICES LTD,4266241546,124.55,11.50402865,5.14985226,144533,18001585.15,122.9512789,130.2465084,138.0386738,,2274660000,Industrial Services,580469000,7.63681,,25-Feb-22
TRIL,TRANSFORM & RECTIF,4116115271,34.9,11.50159744,-8.99608866,585179,20422747.1,36.33004335,36.9648612,35.56624725,29.96581645,7389269000,Producer Manufacturing,773100000,6.7444,,25-Feb-22
PASUPTAC,PASUPATI ACRYLON LTD,2999329546,37.85,11.48748159,-7.57020757,348497,13190611.45,38.94207196,40.9924082,41.66877104,,5031461000,Process Industries,988200000,0.469226,,25-Feb-22
LODHA,MACROTECH DEVELOPERS LTD,5.06376E+11,1174.8,11.45052652,-7.52518892,521680,612869664,1203.881575,1233.351384,1247.417689,1019.206389,54485747000,Finance,20618464000,,,25-Feb-22
ATULAUTO,ATUL AUTO LTD,3498843039,177.3,11.43934632,-2.76939951,96648,17135690.4,178.770709,185.3427548,194.2695131,200.8082148,2956300000,Consumer Durables,-211000000,,,25-Feb-22
BODALCHEM,BODAL CHEMICALS,11231568450,102.3,11.4379085,-3.58152686,563634,57659758.2,103.5170804,107.1807538,111.1833347,109.295307,12219250000,Process Industries,2119570000,16.0036,,25-Feb-22
ASTRAMICRO,ASTRA MICROWAVE PR,15369240834,197.2,11.41242938,-2.78530934,695758,137203477.6,198.066524,206.5917841,218.6501071,199.3188652,6409122000,Electronic Technology,1119387000,13.1973,,25-Feb-22
ORBTEXP,ORBIT EXPORTS LTD,2786226789,113.15,11.14931238,-7.40589198,229949,26018729.35,114.9402568,114.0489154,103.2254294,83.76348178,668267000,Process Industries,254309000,106.47,,25-Feb-22
SALASAR,SALASAR TECHNO ENG,6601220589,256.2,11.00519931,17.65786452,224911,57622198.2,240.3796841,237.285172,240.7779625,250.4986007,5955401000,Producer Manufacturing,721278000,11.7704,,25-Feb-22
ASTEC,ASTEC LIFESCIENCES,26183176991,1480.65,10.91011236,-8.54257389,38238,56617094.7,1528.780311,1569.65704,1555.511865,1391.657624,5548721000,Process Industries,1268047000,19.0418,,25-Feb-22
TRIGYN,TRIGYN TECHNOLOGIE,3763556236,135.45,10.88825215,-8.13835198,394749,53468752.05,141.0678109,151.9893693,156.7201923,131.1600797,9854142000,Technology Services,775364000,0.062068,,25-Feb-22
KUANTUM,KUANTUM PAPERS LTD,5807395091,73.8,10.81081081,-5.26315789,141581,10448677.8,76.13049164,79.88382668,82.62604527,78.1756774,4038718000,Process Industries,1137832000,39.471,,25-Feb-22
PRAKASH,PRAKASH INDUSTRIES,9733098173,60.15,10.77348066,-5.27559055,1375781,82753227.15,60.91839011,61.08042911,60.75953937,64.16959108,32158600000,Non-Energy Minerals,3865600000,5.7635,,25-Feb-22
BOMDYEING,BOMBAY DYEING &MFG,18247357822,97.65,10.58890147,-11.02505695,5482969,535411922.9,103.380682,107.4807009,107.625178,97.07490854,11824700000,Process Industries,1272000000,131.926,,25-Feb-22
VETO,VETO SWITCHGEARS A,1552134361,89.2,10.46439628,-14.51844753,225799,20141270.8,96.46267713,101.6842613,106.5841977,109.6388218,1809899736,Producer Manufacturing,338307000,10.3677,,25-Feb-22
KITEX,KITEX GARMENTS LTD,13682375000,227.4,10.41514931,-4.7339757,738606,167959004.4,233.0520219,239.5596491,230.7272889,182.2528573,4348212000,Consumer Non-Durables,1338407000,5.58914,,25-Feb-22
HCC,HINDUSTAN CONSTRUC,21227785217,15.45,10.35714286,-10.69364162,13752124,212470315.8,16.13789301,16.31575188,15.66076877,12.59729589,82484200000,Industrial Services,9866600000,11.8247,,25-Feb-22
OMAXE,OMAXE LTD,15830042573,95.45,10.34682081,-7.77777778,1266408,120878643.6,96.21639024,95.77420179,90.15492775,83.17320293,4757000000,Finance,-492500000,,,25-Feb-22
DBL,DILIP BUILDCON LTD,35288982893,264.45,10.2793995,-10.40149077,1097734,290295756.3,285.3071314,313.363355,376.6899694,476.9722085,96059198000,Industrial Services,11383035000,11.1145,,25-Feb-22
RAMCOSYS,RAMCO SYSTEMS,8486402380,304.4,10.22994749,-9.35080405,247180,75241592,325.1251966,352.5116677,392.0687212,449.3711037,6263060000,Technology Services,987374000,10.0253,15200200000,25-Feb-22
PURVA,PURAVANKARA LTD,24035120590,110.75,10.19900498,-8.54665566,272060,30130645,114.6066725,122.1905059,130.6215598,119.093046,9779600000,Finance,3245200000,14.3285,55611200000,25-Feb-22
JUBLINGREA,JUBILANT INGREVIA LTD,73500285469,508.7,10.16783974,-2.17307692,746591,379790841.7,510.8146481,532.0000254,560.8516988,567.9027906,6834450000,Process Industries,8065800000,9.36576,,25-Feb-22
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,26443207727,16.85,10.13071895,-6.1281337,2162074,36430946.9,17.30437728,17.98107509,18.83602484,22.91235624,31176553000,Finance,,,42863100000,25-Feb-22
KABRAEXTRU,KABRA EXTRUSIONTEC,12314295853,423,9.99869978,-8.05347245,100589,42549147,436.2408953,454.6865321,440.4099679,314.7358176,2751309000,Producer Manufacturing,520756000,13.0116,,25-Feb-22
EASEMYTRIP,EASY TRIP PLANNERS LTD,54376820820,549.3,9.99199039,-3.65693239,738479,405646514.7,554.5187236,563.2187261,560.0491391,466.9200192,1067100000,Consumer Services,1098840000,43.6742,,25-Feb-22
SAKUMA,SAKUMA EXPORTS LTD,2465219694,11.6,9.95260664,-4.52674897,913681,10598699.6,11.69923486,12.09747061,12.49799743,11.21337616,13284098000,Distribution Services,222753000,5.64965,,25-Feb-22
HBLPOWER,HBL POWER SYSTEMS,16271343559,64.35,9.90606319,-5.85223116,1573943,101283232.1,65.5721034,67.39612783,66.15603897,54.77721281,9120386000,Producer Manufacturing,1100322000,13.4987,,25-Feb-22
