Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
IOC,INDIAN OIL CORP,1030850394531,72.55,-0.68446678,1.5395424,9906299,718701992.4499999,71.77011173,71.74609748,72.54889418,75.70590143,5880904300000,Energy Minerals,419263900000,5.41096764,
PGHH,PROCTER&GAMBLE IND,475703960946,14691.05,0.1742184,4.38617994,3964,58235322.2,14378.06973281,14345.93356741,14236.95388954,14155.37905461,39009200000,Consumer Non-Durables,8298900000,57.32132704,
GLENMARK,GLENMARK PHARM,108126839235,388.95,1.46080341,4.95142728,1825029,709845029.55,379.95676422,379.5603414,383.00342113,428.79857734,123049030000,Health Technology,21783230000,6.29597306,
VIPIND,VIP INDUSTRIES,87442614040,617.95,0.00808869,3.05177677,265718,164200438.10000002,602.31601602,600.66977311,605.85672831,591.59504014,12893400000,Consumer Durables,2341500000,38.35588898,
ECLERX,ECLERX SERVICES,74950915096,2227.25,0.53489666,4.27444463,22530,50179942.5,2185.69542983,2185.11857839,2165.89237281,2153.70224296,21603450000,Technology Services,6842950000,10.18840633,
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,66414042665.99999,601.35,0.17491421,2.61945392,80502,48409877.7,595.25321015,595.03409228,600.01660208,626.62019364,26567260000,Producer Manufacturing,4182069999.999999,16.07972431,
MFL,MEGHMANI FINECHEM LTD,60667381235,1515.95,3.89979781,5.81070706,168223,255017656.85,1457.49575384,1451.93128693,1425.60443017,1146.19964615,15509237000,Process Industries,6044672000,11.63797957,
LUXIND,LUX INDUSTRIES LTD,55061249699,1868.65,2.0646148,1.88931298,125575,234655723.75,1823.28020145,1821.20903195,1858.13133645,2313.61583729,22834500000,Retail Trade,4607400000,12.4120002,
ADVENZYMES,ADVANCED ENZYME TE,30761084427,276.5,0.38119076,2.54033386,88512,24473568,271.91558034,271.62797788,275.22037412,299.64470098,5289040000,Consumer Non-Durables,1695950000,16.43357671,
VIDHIING,VIDHI SPECIALTY FO,19236316328,423.35,10.01819413,9.64775681,430351,182189095.85000005,390.38099375,390.27497028,393.4158376,379.69083905,5370546000,Consumer Non-Durables,819071000,23.48552974,
OMAXE,OMAXE LTD,18317489682,100.1,0.04997501,0.50201005,121915,12203691.5,99.65017723,99.64601246,97.7838578,91.29207652,6178000000,Finance,-326200000,,
MANALIPETC,MANALI PETROCHEMS,16752725952,98.4,0.97486201,3.79746507,513047,50483824.8,96.27992495,96.21384229,98.40878341,102.17562032,16705786000,Process Industries,4633154000,2.47055353,
KRSNAA,KRSNAA DIAGNOSTICS LTD,15949987671,511.55,0.62948558,6.24091381,47387,24240819.85,492.4306442,491.1754565,507.35772097,597.97796276,4554500000,Health Services,1177550000,11.83907067,
THEMISMED,THEMIS MEDICARE LTD,7542840888,933.35,13.19507747,15.24974045,117399,109574356.65,830.25101778,819.45515269,813.08222329,842.92216177,3946141000,Health Technology,755224000,10.69241032,
KELLTONTEC,KELLTON TECH SOLU,6880150564,72.4,1.68539754,0.62543853,525996,38082110.40000001,70.7708601,70.76428183,71.71489745,73.42976842,8426712000,Technology Services,1048452000,6.5621989,
ALPA,ALPA LABORATORIES,1333974061,65.3,3.40458897,3.24110672,154766,10106219.8,63.47847762,63.31382471,63.4714732,65.13193257,1122664000,Health Technology,96052000,13.88804045,
