Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
RAJTV,RAJ TEL NETWORK,1894837105,44.85,19.9197861,19.6,221816,9948447.6,38.32844137,37.70690591,38.0004834,39.07871568,692604000,Consumer Services,120759000,15.69106323,
NDTV,NEW DELHI TELEVISI,13061879230,242.5,19.66444609,22.47474747,4943816,1198875380,199.81790535,190.75543389,184.19577115,152.65710547,3964000000,Consumer Services,983900000,12.56314588,
LOTUSEYE,LOTUS EYE HOSPITA,1052294241,58.65,17.41741742,11.07954545,142691,8368827.15,52.37437598,51.85617938,51.88462674,51.53535013,389099000,Health Services,58549000,17.97288154,
BALAJITELE,BALAJI TELEFILMS,4353665354,48.7,13.1242741,22.82471627,1969655,95922198.5,43.19764283,43.3051303,48.51314467,59.6714559,3368522000,Consumer Services,-1216868000,-3.85558118,
ASTRAMICRO,ASTRA MICROWAVE PR,18569541830,241.05,12.37762238,13.75648891,1361524,328195360.2,215.72926316,211.18253347,213.75783812,212.13109149,7504631000,Electronic Technology,892157000,20.73485029,
ANANTRAJ,ANANT RAJ LTD,18576313158,70.6,12.15250199,16.21399177,7460309,526697815.4,61.75493531,58.73256001,56.95945481,61.18675495,4618628000,Industrial Services,758800000,41.58016099,34437000000
PARADEEP,PARADEEP PHOSPHATES LTD,34005275620,46.65,11.73652695,11.07142857,30784490,1436096458.5,42.30605233,41.70059535,,,78587200000,Process Industries,,,
RAMCOSYS,RAMCO SYSTEMS,8768613180,315.25,10.98398169,9.08304498,1911177,602498549.25,288.33123918,283.66731373,281.19259906,344.76713966,5311020000,Technology Services,,,8604010000
EXPLEOSOL,EXPLEO SOLUTIONS,12392178452,1336.8,10.81820443,15.24137931,95220,127290096,1220.65919324,1231.00235644,1279.70585685,1291.44763804,4045100000,Technology Services,746730000,16.59525994,
MENONBE,MENON BEARINGS LTD,4732577906,93.15,10.49822064,14.01468788,923967,86067526.05000001,83.83804068,81.13050593,79.88993136,79.8179095,1953962000,Producer Manufacturing,400813000,11.80744613,
MANINDS,MAN INDUSTRIES (IN,4955496623,90.95,10.37621359,14.5465995,599425,54517703.75,81.18710962,79.30946876,80.15977248,89.21672556,21386300000,Producer Manufacturing,1806000000,2.74390732,
JBFIND,JBF INDUSTRIES,1029947854.9999998,13.75,10,23.31838565,439460,6042575,11.86088968,11.7290729,12.37564925,16.12305915,,Process Industries,,,
INDOBORAX,INDO BORAX & CHEMICAL LTD,3693558969,126.1,9.22477263,11.19929453,219937,27734055.7,113.93751327,112.18142483,119.50044701,,1757189000,Process Industries,478194000,7.72397598,
ORIENTHOT,ORIENTAL HOTELS,10501631773,64.2,8.62944162,5.59210526,899385,57740517,59.89818666,58.47477406,57.73650811,52.01662416,2193985000,Consumer Services,234200000,53.84974711,13424200000
KPRMILL,KPR MILL LTD,175675307088,557.1,8.57532645,10.7554672,1130019,629533584.9,519.3236798,521.38857492,547.83570523,547.86978248,48224800000,Consumer Non-Durables,12178200000,14.42539185,
ARVSMART,ARVIND SMARTSPACES,7445708261,189.45,8.07187678,17.1251932,187345,35492510.25,168.53022915,165.06687367,168.95629487,178.34772503,2568441000,Finance,489950000,13.45661855,
AAVAS,AAVAS FINANCIERS L,165778248013,2267.5,8.02763221,13.61358854,493794,1119677895,2058.28161964,2033.94531355,2092.36359284,2351.57294028,13471383000,Finance,4990544000,46.17547546,268351000000
LXCHEM,LAXMI ORGANIC INDUS LTD,80045457284,325.65,7.92046396,13.21049887,14514714,4726716614.099999,294.46830726,296.38030356,321.58927833,361.18759752,30818660000,Process Industries,3677230000,21.64072611,104866000000
CHENNPETRO,CHENNAI PETRO CP,39625322376,286.55,7.70531855,9.12033511,5852759,1677108091.45,273.79982216,282.56558169,281.3059949,203.02310836,433753800000,Energy Minerals,27238900000,1.45473284,
MODISNME,MODISON METALS LTD,1888590069,62.4,7.5862069,5.58375635,30733,1917739.2,59.04668601,58.44993329,60.4730032,68.40512774,3389073000,Industrial Services,296734000,6.79804832,2275190000
LTTS,L&T TECHNOLOGY SER,336910818952,3406.35,6.81394146,9.59942085,1097545,3738622410.75,3166.62715218,3156.76768539,3371.06730721,3954.04142362,65697000000,Industrial Services,14982000000,22.44452136,319390000000
MARATHON,MARATHON NEXTGEN,9470080509,217.6,6.48397357,3.52045671,308525,67135040,209.93688747,204.53110987,182.47913933,132.96318084,3060922000,Finance,744023000,12.72820936,
BBL,BHARAT BIJLEE,9333833913,1762.95,6.30106425,6.4454776,56718,99990998.1,1672.81405923,1649.6256754,1627.3716442,1620.91779169,12657400000,Producer Manufacturing,836200000,11.16220272,
DELHIVERY,DELHIVERY LTD,460566637647,675.1,6.22295649,8.40626255,2938732,1983937973.2,606.03270354,576.30567821,,,68822860000,Transportation,,,
APCL,ANJANI PRTLND CEMT,5058403568,211.25,6.20915033,7.94583546,75551,15960148.75,199.38859318,202.32025286,217.44359702,267.56105799,8012600000,Non-Energy Minerals,1440100000,6.91952196,
TRITURBINE,TRIVENI TURBINE LTD,51179258622,167.95,6.1630847,3.99380805,1462806,245678267.7,160.0029061,159.93165064,165.67391058,169.45897438,8522400000,Producer Manufacturing,1626500000,26.86932593,
PRECAM,PRECISION CAMSHAF,12390900527,138.25,6.10130468,19.38687392,674919,93307551.75,120.8939464,113.32655524,111.09088091,115.45828612,8950210000,Producer Manufacturing,1139286000,10.87602281,
VEDL,VEDANTA LTD,886923115510,253.2,6.05235602,9.84815618,58620970,14842829604,235.29171636,238.28919746,270.02900989,311.09247494,1327320000000,Non-Energy Minerals,448270000000,3.0753187,
PNBHOUSING,PNB HOUSING,56966070272,358.6,6.00059119,5.57927278,1315850,471863810.00000006,339.38560036,336.89321402,343.29782077,413.36185105,62107700000,Finance,17137099999.999998,21.19298891,369903000000
IBREALEST,INDIABULLS REAL EST,36779753219,71.85,5.89535741,12.00311769,17247577,1239238407.4499998,65.90486408,65.3822351,71.13610919,101.80244687,15413671000,Finance,950963000,55.23369912,
NATHBIOGEN,NATH BIO-GENES (IN,3670622428,203.6,5.82120582,3.93057682,91508,18631028.8,190.71541316,186.4713817,189.99311642,234.497953,2302575000,Process Industries,656446000,6.93412775,4935760000
OIL,OIL INDIA LTD,202241583496,197.45,5.81457663,10.52336972,7582750,1497213987.5,190.67443057,202.28039752,220.30579024,216.12317266,300112000000,Energy Minerals,105036700000,1.92543733,
