Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
HIRECT,HIND RECTIFIERS LTD,8521747379,593.84998,19.99393655,44.84145854,283041,168083892.18918,473.69485014,434.3906774,388.5685598,305.38793989,3577073000,Producer Manufacturing,219986000,38.73768048,
IITL,INDUSTRIAL INV TRU,3316744772,177.10001,19.98644851,32.41122243,1475711,261348432.85711,146.34735017,136.91017555,123.21035104,105.25241243,126843710,Finance,63125000,52.54249144,
NITCO,NITCO LTD,1574429701,25.700001,17.88991825,33.16063384,6211016,159623117.411016,21.68818427,20.79086385,19.90793203,20.28271186,3836359000,Producer Manufacturing,-349281000,,
TI,TILAKNAGAR INDUSTR,40962571250,242.89999,13.5311942,22.92508993,11147503,2707728367.22497,214.57954355,211.32438278,204.78695306,163.87139362,11618063000,Consumer Non-Durables,1538717000,26.62125085,
HITECHCORP,HITECH CORPORATION,4143637440.000001,273.14999,13.43438123,2.86198467,378458,103375798.91542,256.47778949,252.64763686,243.8096286,227.37654389,5584433000,Producer Manufacturing,757734000,5.46845917,
VISESHINFO,VISESH INFOTECNICS,1698496391,0.45,12.5,0,4732719,2129723.55,0.44129201,0.44972232,0.45311561,0.47649603,5635000,Technology Services,-23824000,,
ALLETEC,ALL E TECHNOLOGIES,4008550000,221.60001,11.63728463,13.46646697,189600,42015361.896,200.31194711,192.26016397,172.67698045,128.99724392,876843000,Technology Services,127774000,31.3721884,
INTENTECH,INTENSE TECHNOLOGI,1856275195,87.650002,10.80910773,14.87548959,2861845,250840719.97369,79.99323085,79.34618647,79.2473045,74.74794208,905967000,Technology Services,204634000,8.42871759,1770800000
JKLAKSHMI,JK LAKSHMI CEMENT,79344919485,744.84998,10.47908172,13.7175542,4398784,3276434174.4243197,687.90656819,678.86903517,671.96446666,678.83233857,64515000000,Non-Energy Minerals,8314200000.000001,11.20759899,
DEN,DEN NETWORKS LTD,21730990579,50.349998,10.41666712,11.14790091,5918722,298007640.862556,47.27742736,47.91526812,46.86840367,39.97380129,11047620000,Consumer Services,1475450000,,-3688440000
JPPOWER,JAIPRAKASH POWER,71275970823,11.45,10.09615385,27.93296089,562387890,6439341340.5,9.96636527,9.75644008,9.21741899,7.68965129,57866700000,Utilities,10136200000,7.03182364,
SEPC,SEPC LTD,30281151223,24.200001,10.00000455,27.70448403,44607068,1079491090.207068,19.8093734,18.29059564,16.07865953,12.86277823,3788466000,Industrial Services,-419869000,,
SENCO,SENCO GOLD LTD,52709983976,746.95001,9.99926677,20.4563835,1790560,1337458809.9056,673.4060929,647.89124679,570.83928976,,,Consumer Durables,,,
HLVLTD,HLV LTD,13837864892,23.15,9.97625226,17.81170483,4384887,101510134.05,21.14941591,20.94166722,19.49617226,14.9901538,1728832000,Consumer Services,155700000,88.87517593,
KREBSBIO,KREBS BIOCHEM&INDS,1557752268,79.5,9.95850166,18.65671642,73239,5822500.5,72.30106213,71.20761861,70.05858378,77.64344218,525342000,Health Technology,-121315000,,
DUGLOBAL,DUDIGITAL GLOBAL LTD,2716660000,51.400002,9.94652834,15.89628933,27500,1413500.055,47.33860032,48.87334094,49.97102681,46.04506019,372827000,Commercial Services,,,
PROPEQUITY,P. E. ANALYTICS PR,2423460000,253.89999,9.81833478,8.78320517,118800,30163318.812,233.47242794,227.84829409,213.73593231,180.34934445,290538000,Technology Services,109115000,16.23332264,
GALLANTT,GALLANTT ISPAT LTD,20547486145,93.699997,9.78324452,12.82359255,1968693,184466528.193921,87.19170458,87.80044208,87.51506141,75.60282815,,Non-Energy Minerals,,,
LGBFORGE,LGB FORGE LTD,2196226827,10.15,9.72972973,10.32608696,394852,4007747.8,9.52553497,9.55950181,9.4967647,9.46474201,1162197000,Producer Manufacturing,-56561000,,
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,15832091336,101.85,9.4572775,16.20079598,13896330,1415341210.5,92.82668712,91.73387885,88.08175452,77.78828652,6744030000,Finance,787910000,20.09378144,
TRIL,TRANSFORM & RECTIF,21707371731,179.10001,9.2739603,12.67694873,8853013,1585574716.8301299,166.25350802,164.24829727,151.53891082,106.13966899,13781694000,Producer Manufacturing,1030500000,21.06489251,
BIRLAMONEY,ADITYA BIRLA MONEY,5671263452,109.15,8.98652022,14.53304991,2230561,243465733.15,98.66792255,94.12197633,83.97111335,67.3905383,2843370000,Finance,593152000,27.7780037,15262700000
FIDEL,FIDEL SOFTECH LTD,1540070000,122,8.92857143,-5.38968592,12000,1464000,120.96084095,120.74895813,113.10187941,89.89642146,333710000,Technology Services,,,
PFOCUS,PRIME FOCUS,27545390208,99.849998,8.88767859,15.16724505,1275175,127326221.19965,93.20405675,92.84985644,93.44621928,91.22796096,46279400000,Consumer Services,9570853000,2.87804966,
EFACTOR,E FACTOR EXPERIENC,2137940000,177.14999,8.44810478,20.51019728,160000,28343998.4,160.53697005,,,,,Commercial Services,,,
VOLTAMP,VOLTAMP TRANSFORME,69978203994,5251.6001,8.37090526,10.34859511,148800,781438094.88,4819.69140285,4725.99870004,4734.38015944,4055.69364694,13851041000,Producer Manufacturing,2649969000,26.20969339,44920800000
ZOMATO,ZOMATO LTD,924977976074,116.5,8.32171083,8.52352119,238833377,27824088420.5,108.83834127,107.72690166,102.47105457,83.88322571,70794000000,Transportation,-9510000000,,
HARSHA,HARSHA ENGINEERS INT LTD,34728800000,413.70001,8.18515189,8.85410364,1327846,549329903.4784601,393.02212379,399.07508337,412.9972402,414.43659623,13532300000,Producer Manufacturing,1815900000,19.12484168,
SUNDARMHLD,SUNDARAM FINANCE H,29339900000,142.8,8.09991612,18.01652893,1671478,238687058.4,129.04699642,125.83380292,121.40086432,105.27875014,808610000,Finance,520904000,56.32496583,
SARDAEN,SARDA ENERGY & MIN,70564370979,215.64999,7.36867277,6.17921191,569408,122792829.50592,208.96944598,211.86386901,209.54043206,164.95370076,42119000000,Non-Energy Minerals,8591700000,8.50210913,79993600000
AGI,AGI GREENPAC LTD,57949444115,960.75,7.22058041,4.88537118,927167,890775695.25,920.20019442,915.81428019,854.13915299,629.57244052,22703121000,Process Industries,5521300000,11.5059939,63922700000
IVP,IVP LTD,1904679082,198.05,7.14091928,19.23539318,356258,70556896.9,177.88937729,172.73586527,167.47907,157.2519841,6607000000,Process Industries,363800000,5.2355115,
JMFINANCIL,JM FINANCIAL,79134284257,88.699997,7.12559636,7.90754287,31118450,2760206421.64465,84.32571168,84.80713023,83.83433262,76.20666494,34250900000,Finance,11775900000,6.72002006,
AMBER,AMBER ENTERPRISES,98427807012,3117.05,6.73183927,5.34489524,230946,719870229.3000001,2967.74406968,2952.62464393,2872.7162478,2496.57062269,68921863000,Producer Manufacturing,4735019000,23.24669806,112144000000
FCONSUMER,FUTURE CONSUMER LTD,1557686984,0.8,6.66666667,0,1786234,1428987.2,0.78578437,0.79370627,0.80592877,1.10899162,3811508000,Consumer Non-Durables,-463680000,,
SAFARI,SAFARI IND (INDIA) LTD,96624325518,4316.6499,6.58658255,9.33348554,95273,411260185.9227001,4176.71458054,4143.85472485,3921.93685747,3014.49428292,12119825000,Consumer Durables,2557459000,37.90102814,93840000000
TBZ,TRIBHOVANDAS BHIMJ,7977645072,127.15,6.4462118,2.25170889,958707,121899595.05000003,120.78397491,119.84459964,114.62177221,94.266388,23936259000,Consumer Durables,1303071000,6.12218756,
BRIGADE,BRIGADE ENTERPRISE,144720161434,667.5,6.4338641,11.24073179,801383,534923152.5,625.43425851,616.42778694,604.72606375,558.43035693,34446100000,Finance,8011700000,18.06360216,
EROSMEDIA,EROS INTL MEDIA,1761942390,19.5,6.26702997,7.43801653,1282478,25008321,18.55705805,18.58794152,18.87526193,22.01774277,6806300000,Consumer Services,-1983300000,,
VAKRANGEE,VAKRANGEE LTD,18658029959,18.700001,6.25000568,5.35211831,39678783,741993281.778783,18.03178468,17.94593269,17.45820146,19.52577656,1973023000,Retail Trade,259082000,72.0159253,
ANGELONE,ANGEL ONE LTD,221432798549,2804.5,6.20290075,15.88842975,1672132,4689494194,2524.37195914,2353.30422458,2094.54340282,1677.90629289,30077960000,Finance,14098600000,11.39019467,96988200000
WOCKPHARMA,WOCKHARDT,32369360889,238.7,6.15965728,7.96019412,2098353,500876861.1,230.17794132,232.44182482,234.58812995,226.10780739,26460000000,Health Technology,1210000000,26.75153792,
BASML,BANNARI AMMAN SPIN,2819324616,46.099998,6.09895728,7.58459779,113972,5254108.972056,44.5923486,45.37428858,46.53174837,47.59539405,13986477000,Process Industries,392964000,7.17451119,
GREENLAM,GREENLAM INDUSTRIE,66245664764,554.20001,6.09745022,32.58373445,443265,245657467.43265,481.25633574,454.92425969,440.62379861,399.73922988,19937450000,Non-Energy Minerals,2687860000,27.39197792,59936000000
SURANAT_P,SURANA TEL & POWER,1428194883,11.4,6.04651163,14,229730,2618922,10.78477033,10.89289935,10.95152089,10.46483347,277492000,Distribution Services,62884000,22.71157819,
CUPID,CUPID LTD(INDIA),9132528967,730.40002,6.01640313,38.85931939,898759,656453591.57518,611.36689523,549.45841929,460.81632068,337.47877791,1593272000,Consumer Non-Durables,373429000,24.45586435,
SPANDANA,SPANDANA SPHOORTY FIN LTD,61487494698,918.04999,5.93087969,10.87560266,500142,459155358.09858,868.24348088,843.90591145,813.6677532,711.83949067,14382880000,Finance,8279709999.999999,14.56860744,119106000000
BAYERCROP,BAYER CROPSCIENCE,220396023560,5192.7998,5.86315723,6.42837188,221713,1151311222.0574,5010.89500188,5067.84465348,5044.66259025,4745.56322017,51381000000,Process Industries,9537000000,23.10957571,
GINNIFILA,GINNI FILAMENTS,2217480067,27.1,5.859375,8.4,139467,3779555.7,26.2751222,26.33421533,26.91330458,27.90540605,9399997000,Process Industries,71258000,31.11903319,
BANSWRAS,BANSWARA SYNTEX,4932843828,152.85001,5.81516788,2.58389933,86465,13216176.11465,147.51544171,149.02861716,152.08892068,147.34579636,14781398000,Process Industries,1800342000,2.7399482,
ARVINDFASN,ARVIND FASHIONS LTD,43250767799,343.85001,5.80000308,5.41079076,1703047,585592727.98047,332.04966018,333.12090646,330.24242656,317.15374104,44175300000,Retail Trade,4660600000,9.28008578,
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,71603678635,697.20001,5.74852428,16.20000167,2666645,1859184920.66645,637.97500655,621.46000444,588.17712371,472.93068772,5651280000,Technology Services,1393480000,48.59040577,60661700000
WONDERLA,WONDERLA HOLIDAYS,50375712132,941.45001,5.72744112,13.50292346,609672,573975710.49672,865.23448774,826.33664834,748.4753573,576.21249807,4292246000,Consumer Services,2350787000,21.42929671,
CARYSIL,CARYSIL LTD,17660970457,696.45001,5.70691829,10.54762063,365765,254737037.90765,652.25495189,649.4178501,649.75192928,624.45271156,5926874000,Consumer Durables,997379000,17.7073815,
LXCHEM,LAXMI ORGANIC INDUS LTD,69860167770,268.20001,5.67376281,4.70428283,2327483,624230963.87483,261.27601575,267.32522073,273.57247271,278.19839512,27927690000,Process Industries,2317700000,30.44370185,75368800000
ASAHISONG,ASAHI SONGWON COLO,3173131064,287.20001,5.6659384,18.18930453,107002,30730975.47002001,259.79031799,253.73438348,246.97960129,239.66014218,5041474000,Process Industries,-60754000,,4712040000
RADHIKAJWE,RADHIKA JEWELTECH LTD,5780820000,51.650002,5.62372165,21.81603671,3013844,155665048.627688,45.11656147,42.48626298,39.42963094,36.26223691,3127285000,Consumer Durables,465241000,12.42543112,
WORTH,WORTH PERIPHERALS LTD,1667243369,111.8,5.62116202,7.39673391,43465,4859387,107.68117957,108.12800619,108.12102432,105.34712466,2974917000,Process Industries,308468000,5.40491516,
CAMS,COMPUTER AGE MNGT SER LTD,111149386512,2390.6499,5.61973536,2.42935367,530523,1268294756.8976998,2341.50086689,2388.96956973,2417.80460716,2344.45497995,9718272000,Finance,4334119000,25.64520875,
XELPMOC,XELPMOC DESIGN AND,1125951993,81.449997,5.57355138,6.12377459,98835,8050110.453495,78.54416794,79.8046596,83.81266677,106.66348633,137924650,Technology Services,-148184840,,
APCL,ANJANI PRTLND CEMT,5672267009,203.5,5.49508064,6.07244691,39977,8135319.5,195.41073452,193.48920538,190.71125852,191.25203343,6615000000,Non-Energy Minerals,114900000,49.36698876,
ORIENTCEM,ORIENT CEMENT LTD,39836729593,204.8,5.48545483,3.98578319,1745018,357379686.40000004,197.08184742,193.13055999,184.38840217,156.1286473,29375456000,Non-Energy Minerals,3615302000,11.01892168,
APOLLOHOSP,APOLLO HOSPITALS.,702409582145,5153.2002,5.44710866,7.80865876,1262458,6505698818.0916,4926.08931576,4946.07896944,4974.77889513,4806.38657499,166125000000,Health Services,20678700000,33.96778241,
VERTOZ,VERTOZ ADVERTISING LTD,4265257641.999999,326.54999,5.42372559,8.48836877,335348,109507886.04652,317.4893311,313.48556586,294.87778853,244.44770882,828140000,Commercial Services,183486000,23.24568437,
MRPL,MANGALORE REF &PET,182708420197,109.9,5.41966427,12.14285714,29930353,3289345794.7000003,103.81041024,101.84949604,97.05638571,80.19396056,1088556940000,Energy Minerals,79840600000,4.06318239,309089000000
IVC,IL & FS INVESTMENT,2625313643,8.8,5.38922156,13.5483871,1400739,12326503.2,8.19027032,8.05320906,7.97972348,7.62261935,753234000,Finance,191662000,13.69762208,
MITCON,MITCON CON,1048220000,82.300003,5.37772741,5.10855664,52749,4341242.858247,79.07384053,78.95070238,78.84278519,74.7216689,830511000,Commercial Services,204342000,5.12973349,
SYNCOMF,SYNCOM FORMU (I) LTD,7886600323,8.85,5.35714286,5.98802395,4358175,38569848.75,8.53565081,8.60734007,8.57380007,7.8388567,2224861000,Health Technology,226096000,34.88164462,
LALPATHLAB,DR LAL PATHLABS LTD,205769866774,2594.6499,5.33869254,10.17855581,1536536,3986772978.7464,2454.59592421,2446.51326306,2396.62518291,2273.40012307,20168820000,Health Services,5526000000,36.21658827,204474000000
GTLINFRA,GTL INFRASTRUCTURE,12038600165,1,5.26315789,17.64705882,23773133,23773133,0.94854275,0.96331886,0.95291827,0.95074254,14578600000,Industrial Services,1462500000,8.23152148,
BCLIND,BCL INDUSTRIES LTD,11925432393,49.75,5.17970624,-4.14258558,2537663,126248734.25,49.63826623,50.49699813,50.53793636,46.43391257,18183284000,Consumer Non-Durables,1330390000,8.96386202,
BLS,BLS INTERNATIONAL,108720181140,277.54999,5.15248323,15.88726096,6501737,1804557039.33263,258.10146529,255.72202469,254.33246343,215.56404924,15161888000,Technology Services,2696911000,40.31285465,
ATLANTA,ATLANTA LTD,1214349969,15.75,5,7.87671233,40418,636583.5,15.16924234,15.00595193,14.66628658,15.00515016,516510000,Industrial Services,253487000,4.79058085,
ASIANHOTNR,ASIAN HOTELS(NORTH,3582311817,192.14999,4.99999454,24.77272078,1997,383723.53003,167.79445458,159.61579207,153.98797162,139.04813711,2557799000,Consumer Services,645925000,5.54601822,
NUCLEUS,NUCLEUS SOFTWARE,40371497371,1595,4.99983542,6.65685914,23034,36739230,1492.31797672,1383.1428132,1222.07513822,930.43001925,6344600000,Technology Services,2046500000,19.72709376,
LLOYDS,LLOYDS LUXURIES LI,1913630000,89.300003,4.99706038,23.51313872,28000,2500400.084,81.48486628,83.82218896,88.52250898,66.28694947,337450000,Retail Trade,-19305000,,
EMKAYTOOLS,EMKAY TAPS AND CUT,6460410000,635.65002,4.99669623,26.62350996,1200,762780.024,556.99449298,532.12096978,500.12695173,394.07274792,885951000,Producer Manufacturing,439461000,14.73400598,
PARACABLES,PARAMOUNT COMMUNIC,14741178452,64.099998,4.99590344,15.39153763,492718,31583222.814564,59.36803945,59.89264244,58.89098971,45.44788014,7867425000,Producer Manufacturing,569414000,25.8883316,
JAIBALAJI,JAI BALAJI IND,85287348025,560.09998,4.99577646,-5.05171029,124538,69753731.30924,563.88839001,545.10046145,449.68219063,230.94626262,61207790000,Non-Energy Minerals,5525034000,16.54893907,85177700000
IRIS,IRIS BUSINESS SERV LTD,2100686096.9999995,114.55,4.99541705,15.01004247,59769,6846538.95,105.65661276,104.39771678,102.00613923,92.220661,735712000,Technology Services,101550000,20.68622449,
MEGASOFT,MEGASOFT LTD,3246619443,46.25,4.99432701,1.09289617,75071,3472033.75,45.33418918,45.96971216,45.45961146,39.40590802,19710000,Technology Services,-149493000,,
SAHANA,SAHANA SYSTEM LTD,3394910000,445.75,4.99352503,27.59409968,15000,6686250,368.6230538,328.22393402,274.84762206,,241423000,Technology Services,,,
SOFTTECH,SOFTTECH ENGINEERS LTD,2241941241,229.2,4.99312872,6.60465116,23370,5356404,224.49684903,221.75793272,201.66077609,167.32149413,654048000,Technology Services,203904000,10.9950822,
RVHL,RAVINDER HEIGHTS LTD,1930010000,33.650002,4.9922092,8.54839355,21060,708669.04212,32.26956171,32.57076673,32.29620968,28.09690414,161090000,Consumer Durables,59270000,32.5630167,
URBAN,URBAN ENVIRO WASTE,1079900000,261.85001,4.99198897,28.38931601,3600,942660.036,222.85892566,198.58423481,162.9442953,,,Transportation,,,
MACPOWER,MACPOWER CNC MACHINES LTD,4860540000,510.10001,4.99125234,7.61603586,23203,11835850.53203,459.9591969,417.01094551,359.24080609,315.32878737,2018900000,Producer Manufacturing,230790000,20.13362797,
JAICORPLTD,JAI CORP LTD,51687868158,304,4.99050613,-0.27882892,1305516,396876864,296.88781984,285.29872705,254.29509837,196.46606919,5943263000,Process Industries,417500000,123.80327703,
HUBTOWN,HUBTOWN LTD,4586259139,63.150002,4.98753101,19.48912846,125621,7932966.401242,58.67370224,58.69396944,56.22124939,50.13450953,2963607000,Finance,927600000,4.94422072,
KESORAMIND,KESORAM INDUSTRIES,26603221119,90.550003,4.98551072,20.09283899,2392657,216655098.527971,83.00630237,83.59487247,84.40550214,73.66159452,37780500000,Consumer Durables,3616200000,12.48579202,45799300000
IZMO,IZMO LTD,2770945659,215.95,4.98298493,14.10832232,42150,9102292.5,200.49442269,196.2622775,191.52950501,161.2249136,1538269416,Technology Services,348556000,7.94978614,
RBMINFRA,RBM INFRACON LTD,2135989999.9999995,265.64999,4.97924916,24.0775234,65000,17267249.35,240.26227237,223.13086197,175.92472391,,831926000,Industrial Services,,,
AKSHOPTFBR,AKSH OPTIFIBRE,1644876396,10.55,4.97512438,3.9408867,359089,3788388.95,10.45025122,10.75625574,10.93418599,10.25109979,2848652000,Electronic Technology,408780000,4.02386711,
ASIANENE,ASIAN ENERGY SERVICES LTD,6940971224,191,4.97389393,4.94505495,98417,18797647,184.64097762,183.08056236,170.56252286,130.46093173,1089525000,Energy Minerals,-208508000,,
KAMOPAINTS,KAMDHENU VENTURES LTD,8962260000,149.85001,4.9737373,2.11244293,240065,35973742.65065,148.65183534,153.44132104,159.2286893,,2595036000,Process Industries,47841000,187.33429485,
OMAXE,OMAXE LTD,15105755194,86.599998,4.96969455,14.24801395,1101911,95425490.396178,81.02874098,78.42263502,68.64645055,62.03121198,7733300000,Finance,-3429400000,,
BYKE,THE BYKE HOSPITALI,1651628377,43.400002,4.95768827,0.57937425,167975,7290115.33595,42.125734,42.90669559,42.06051915,40.29269064,1144056000,Consumer Services,353114000,4.67732341,
MCX,MULTI COMMODITY EX,123665935909,2545.55,4.94516388,12.88470067,1547098,3938215313.9,2339.11492105,2234.36898563,2028.11712728,1697.79228964,5802200000,Finance,1896800000,65.1971404,
LLOYDSENGG,LLOYDS ENGG WORK LTD,47956146502,46.700001,4.94382247,3.8932146,1601648,74796963.201648,45.2901425,45.25620051,43.69978225,32.79012138,3126098000,Industrial Services,712761000,67.27088674,46523900000
MBLINFRA,MBL INFRASTRUCTURE,4043528304,40.349998,4.94147451,33.38842314,1022605,41262109.70479,34.79957876,32.40340554,29.08991372,23.85482734,1593855000,Industrial Services,-797200000,,
TEXMOPIPES,TEXMO PIPES & PROD,2158094324,76.550003,4.93489534,7.06294126,68585,5250181.955755,73.85873558,73.39104196,71.3651714,64.43063934,6384417000,Producer Manufacturing,-236746000,,
BALPHARMA,BAL PHARMA,1386200149,92.800003,4.91803974,10.47619405,36045,3344976.108135,88.97070123,89.9688572,91.88803511,90.38001902,3042163000,Health Technology,265334000,5.22435929,
DIGISPICE,DIGISPICE TECHNOLOGIES LTD,6483767090,28.799999,4.91802532,2.12765241,80061,2305756.719939,28.56816582,29.88269915,31.07113489,27.69652986,10153288000,Technology Services,-140990000,,
ANIKINDS,ANIK INDUSTRIES,1131787151,43.75,4.91606463,23.23943662,164184,7183050,39.48978757,38.81928722,38.04371893,35.73926683,1181011000,Distribution Services,66914000,16.91405612,
MICEL,MIC ELECTRONICS LTD,8352956596,39.549999,4.90715637,3.3986902,535096,21163046.264904,38.93911842,37.68231008,33.45192908,23.51061081,229081000,Health Technology,43200000,193.35547676,
ABINFRA,A B INFRABUILD LTD,1892500000,44.900002,4.90654918,27.19547669,4000,179600.008,39.02463368,36.68971484,33.97166951,23.79233664,1230886000,Industrial Services,126907000,17.31583758,
SUZLON,SUZLON ENERGY LTD,445267741205,34.25,4.90045299,7.03125,76623253,2624346415.25,31.8021143,30.45139297,27.11735543,18.24852452,59705300000,Producer Manufacturing,8769200000,50.70250892,
