Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
TCPLPACK,TCPL PACKAGING LTD,5532800232,718.85,18.63190032,25.34437663,313716,225514746.6,619.2647997,591.3980849,559.039674,8915808000,Commercial Services,1430952000,6.05307,,18-Feb-22
GRPLTD,GRP LTD,1694066328,1504.9,18.54740242,22.47904289,36222,54510487.8,1281.617562,1286.880286,1237.846012,2780874000,Producer Manufacturing,237317000,13.4724,,18-Feb-22
KAMATHOTEL,KAMAT HOTELS (IND),1245238285,62.55,18.46590909,20.17291066,1961648,122701082.4,54.04205411,52.94496802,52.14453044,636096000,Consumer Services,311554000,59.3553,,18-Feb-22
SRHHYPOLTD,SREE RAYALASEEMA H,6333818476,434.95,17.76093137,28.95048918,503514,219003414.3,371.9860641,357.7590371,345.3312804,9101500000,Process Industries,1362799000,2.59167,,18-Feb-22
GAYAPROJ,GAYATRI PROJECTS,4492768433,27.55,15.03131524,5.75815739,4263442,117457827.1,25.79944093,26.60127256,29.13781882,39005189000,Industrial Services,-499064000,5.38287,,18-Feb-22
MSPL,MSP STEEL & POWER,4374460494,12.85,13.71681416,-1.90839695,8484921,109031234.9,12.55717549,13.08274422,12.81136642,17231344000,Non-Energy Minerals,1513680000,9.25817,,18-Feb-22
BBOX,BLACK BOX LTD,25564494348,877.5,12.82545805,6.0743427,149037,130779967.5,830.5424786,852.2590866,877.8982403,46410200000,Distribution Services,2730900000,11.3542,,18-Feb-22
CLEDUCATE,CL EDUCATE LTD,3221275096,125.5,9.99123576,14.24670005,213111,26745430.5,114.3977092,114.0859585,112.7476622,1844994000,Commercial Services,-11668000,,,18-Feb-22
BUTTERFLY,BUTTERFLY GANDHIMA,20937851228,1284.4,9.41306755,-6.21052247,538297,691388666.8,1258.68211,1238.853776,1172.008313,8619475000,Consumer Durables,891687000,12.3662,20756200000,18-Feb-22
NXTDIGITAL,NXTDIGITAL LTD,13470330936,435.35,8.75593305,5.68030101,349595,152196183.3,408.0235596,405.9350002,403.9314941,9632451000,Consumer Services,1700248000,11.2701,,18-Feb-22
DHARAMSI,DHARAMSI MORARJI CHEM LTD,8904802370,385.8,8.72199521,8.56901646,354786,136876438.8,361.4632912,359.2833666,341.778405,1966520000,Process Industries,398780000,24.0755,,18-Feb-22
ROHLTD,ROYAL ORCHID HOTEL,2698641363,106.3,8.19338422,13.26584976,517604,55021305.2,97.0334091,95.03431619,91.75511051,808500000,Consumer Services,190345000,,,18-Feb-22
SPECIALITY,SPECIALITY RESTAUR,6374501919,146.5,7.36533529,7.44407774,1784027,261359955.5,131.9746853,121.8590907,108.9623325,1501360000,Consumer Services,449700000,260.548,,18-Feb-22
POWERINDIA,HITACHI ENERGY IND,1.23504E+11,3105.35,6.60315826,9.94724543,170932,530803686.2,2971.160223,2959.919948,2817.734857,37705100000,Electronic Technology,2443500000,,,18-Feb-22
HESTERBIO,HESTER BIOSCIENCES,19619384321,2460.2,6.44917033,1.93283752,71825,176703865,2391.106047,2412.369421,2433.049967,2143320000,Health Technology,694350000,24.6317,,18-Feb-22
ORBTEXP,ORBIT EXPORTS LTD,3201080255,122.2,6.44599303,8.33333333,440236,53796839.2,119.3877457,114.8780735,101.0539184,668267000,Process Industries,254309000,106.47,,18-Feb-22
JAGRAN,JAGRAN PRAKASHAN L,19124049911,77.3,6.32737276,3.06666667,867211,67035410.3,73.43157415,72.05736117,69.08755221,12891826000,Consumer Services,3766047000,7.77461,,18-Feb-22
RELINFRA,RELIANCE INFRASTRU,29770466092,120.1,5.95500662,-10.37313433,3668594,440598139.4,120.7716936,117.1517642,107.9287239,1.67009E+11,Utilities,1728900000,,,18-Feb-22
GINNIFILA,GINNI FILAMENTS,3901360284,48.1,5.94713656,-1.63599182,1157401,55670988.1,49.09982096,50.55402215,48.39462513,7738776000,Process Industries,1173584000,3.45843,,18-Feb-22
ENIL,ENTERTAINMENT NETW,8776123503,195.45,5.79161028,3.93512364,117510,22967329.5,183.5926862,179.838894,178.5916352,2720884000,Consumer Services,537292000,37.6875,,18-Feb-22
SPIC,SOUTHERN PETROCHEM,11648228195,60.55,5.76419214,15.00474834,4674043,283013303.7,54.92845091,54.635514,53.87946426,3269361000,Process Industries,2032693000,,,18-Feb-22
ANMOL,ANMOL INDIA LTD,2586748042,238.85,5.68584071,7.56586354,290157,69303999.45,220.097006,212.2191022,196.3541882,6912289155,Distribution Services,,6.21147,,18-Feb-22
KDDL,KDDL LTD,11467178889,949.8,5.36942534,-8.10313966,46599,44259730.2,970.4623525,983.6499012,928.3635207,5463102000,Producer Manufacturing,1035700000,8.35443,,18-Feb-22
KRBL,KRBL LTD,43888444753,196.2,5.08837708,-14.04162103,3648671,715869250.2,209.3357332,221.4043792,236.7157191,39914300000,Process Industries,7086100000,5.26719,,18-Feb-22
GFLLIMITED,GFL LTD,7206159732,68,5.01930502,-3.13390313,637123,43324364,67.38820319,68.25275952,70.38232028,1069424000,Process Industries,-532100000,,,18-Feb-22
BCG,BRIGHTCOM GROUP,1.40464E+11,141.8,4.99814883,-10.25316456,2407943,341446317.4,151.0723216,159.2254971,158.0509118,28557982114,Technology Services,13494483000,0.338349,,18-Feb-22
SHAHALLOYS,SHAH ALLOYS,1247244942,66.2,4.99603489,27.43022137,356148,23576997.6,58.32399091,55.84970285,51.82546938,5016574000,Non-Energy Minerals,1167800000,11.2524,,18-Feb-22
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,6945365055,348.95,4.99473447,12.41945876,85974,30000627.3,322.7009937,303.1077809,257.9250534,1151793679,Finance,682433000,2.05895,,18-Feb-22
AURIONPRO,AURIONPRO SOLUTION,6536807088,301.75,4.99304106,-5.42234759,49620,14972835,310.3125506,317.9497711,307.119749,3727817000,Technology Services,1049249000,4.61931,,18-Feb-22
ZODIAC,ZODIAC ENERGY LTD,1320667962,94.75,4.98614958,-14.36963398,157530,14925967.5,107.8697794,112.4900252,92.94214465,1003685000,Producer Manufacturing,,4.78668,,18-Feb-22
PREMEXPLN,PREMIER EXPLOSIVES,2754723821,268.5,4.98533724,5.60471976,38390,10307715,256.9449097,259.5999353,255.503131,1522030000,Process Industries,241726000,33.1766,,18-Feb-22
NRL,NUPUR RECYCLERS LTD,4134000000,208.65,4.98113208,-10.33519553,450000,93892500,223.827748,224.3535776,,1039349000,Non-Energy Minerals,,,,18-Feb-22
JINDALPHOT,JINDAL PHOTO LTD,3774038268,385.8,4.97959184,21.05428302,45974,17736769.2,345.208986,335.8046904,317.0168289,1671000,Consumer Durables,-3900000,,,18-Feb-22
VISAKAIND,VISAKA IND,10008881529,637.1,4.95881384,4.23756545,795530,506832163,613.2912949,619.0327391,626.6817025,11448847000,Process Industries,2004626000,3.94851,,18-Feb-22
REPL,RUDRABHISHEK ENTERP LTD,3726900000,225.5,4.93252676,1.18914068,48335,10899542.5,222.9737299,228.2646508,229.2815038,734843000,Commercial Services,269120000,,,18-Feb-22
ELGIEQUIP,ELGI EQUIPMENT LTD,1.18952E+11,393.6,4.87609912,-0.12687135,1502204,591267494.4,382.6148219,374.0720473,341.7718018,19237680000,Producer Manufacturing,2664600000,31.5758,,18-Feb-22
INTLCONV,INTL CONVEYORS LTD,4809375000,74.55,4.77863668,4.85232068,417408,31117766.4,73.11440827,74.87307839,75.4420453,1688605000,Process Industries,,16.9326,,18-Feb-22
GREENPOWER,ORIENT GREEN POWER,9571730209,13.35,4.70588235,4.296875,13651304,182244908.4,13.58845837,15.21578705,15.54330035,2547500000,Utilities,2199000000,9.01709,,18-Feb-22
MONARCH,MONARCH NETWORTH CAP LTD,5273760597,180.45,4.6997389,22.17332431,383843,69264469.35,163.6447376,161.6739769,,1024290855,Finance,744743000,-2.74404,,18-Feb-22
SOLARA,SOLARA ACTIVE PHAR,26395342813,769.2,4.51086957,24.00451394,662229,509386546.8,763.87253,839.4203424,969.0511585,15968000000,Health Technology,1655500000,14.0904,,18-Feb-22
RATNAMANI,RATNAMANI MET &TBS,98874110674,2208.35,4.50017745,3.38717228,13109,28949260.15,2125.053854,2075.218394,2031.6271,22981315000,Non-Energy Minerals,4846992000,20.5114,,18-Feb-22
GENESYS,GENESYS INTL,12676938629,419.35,4.47184853,19.98569385,194856,81712863.6,382.5754767,376.2469304,353.4548492,795588000,Technology Services,244277000,,,18-Feb-22
SHAKTIPUMP,SHAKTI PUMPS INDIA,10227637788,582.75,4.25798372,1.65721762,176256,102713184,575.0289638,586.8087213,609.0843304,9257640000,Producer Manufacturing,1241394000,7.21087,,18-Feb-22
BALMLAWRIE,BALMER LAWRIE,20922320201,127.6,4.20579829,1.71383021,2925084,373240718.4,124.9787688,125.9193964,125.9769923,15256248000,Producer Manufacturing,1948531000,11.3725,,18-Feb-22
MOIL,MOIL LTD,40274540658,176.75,4.1543901,-5.04969111,1338279,236540813.3,175.9211538,175.1623735,173.5266916,11721442000,Non-Energy Minerals,4833845000,5.29646,,18-Feb-22
