Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
DANGEE,DANGEE DUMS LTD,3305840000,354.9,10.20027946,7.83956244,27692,9827890.8,334.35638577,334.98580933,319.04622364,248.92736052,134363000,Consumer Non-Durables,33709000,107.55718057,
CTE,CAMBRIDGE TECH ENT,1151359105,64.25,9.82905983,16.71207993,249901,16056139.25,58.67990464,59.48696714,62.66636198,62.85270043,1094700830,Technology Services,218281000,4.10761406,
MRO_TEK,MRO-TEK REALTY LTD,1105194168,63.45,8,7.26965342,108654,6894096.3,60.90816512,61.23734584,60.59972402,54.12098512,316241725,Electronic Technology,880900000,1.97878552,
HINDOILEXP,HINDUSTAN OIL EXPL,22983883533,187.1,7.466973,26.41891892,2577852,482316109.2,171.05886737,172.10611882,181.77911735,178.92165849,1138647000,Industrial Services,696851000,34.49979771,
SOLARINDS,SOLAR INDUSTRIES I,237056782892,2802.9,7.13835216,9.00287781,168159,471332861.1,2688.37834009,2729.96935942,2735.43074704,2407.05071444,38413300000,Process Industries,7472600000,32.91397678,262599000000
VISESHINFO,VISESH INFOTECNICS,2906316051,0.8,6.66666667,-5.88235294,27152699,21722159.2,0.80856483,0.83869394,0.92759218,0.74449588,4147818,Technology Services,,,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,27075387219,1968.6,6.53462132,15.58582626,73265,144229479,1812.39342149,1767.22255721,1740.54190131,,14495195000,Producer Manufacturing,2038400000,11.32274687,
VLSFINANCE,VLS FIN LTD INDIA,5820457455,157.95,6.25630676,2.8990228,203851,32198265.45,152.71318981,155.64613187,163.77570279,171.39528411,2220755000,Finance,2922417000,1.51363835,
NAVNETEDUL,NAVNEET EDUCATION,20687194670,97,5.83742499,10.7938321,1162509,112763373,91.40094299,92.11323315,93.63681013,94.13937856,11143000000,Producer Manufacturing,1653800000,13.16035474,
RPSGVENT,RPSG VENTURES LTD,13721657339,545.2,5.73063124,11.45865277,233205,127143366.00000001,515.86264403,523.59661727,559.44972312,617.30665223,55992500000,Finance,9124700000,4.77223989,
