Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
OIL,OIL INDIA LTD,258142678651,241.2,1.04733976,8.11295383,1292297,311702036.4,231.66000742,230.75853278,230.49743326,209.68236256,174332900000,Energy Minerals,85602300000,5.00615,
THERMAX,THERMAX,257955535064,2139.45,-1.25083658,13.29732306,32744,70054150.8,2057.41877312,2051.07668598,2016.64865803,1770.08868133,47373900000,Producer Manufacturing,4258100000.000001,41.822,
BDL,BHARAT DYNAMICS LTD,131101075887.99998,720.95,0.88860901,12.71007582,963783,694839353.85,696.54881598,694.9257758,647.14935555,503.57408708,19436776000,Electronic Technology,6662793000,11.4338,
ERIS,ERIS LIFESCIENCES,95415296097,699.8,-0.2920852,4.79970049,32734,22907253.2,686.94508265,685.80421378,692.49299918,703.31305865,13470430000,Health Services,4849550000,,
VGUARD,V-GUARD INDUSTRIES,94593989992,224.25,1.95498977,10.16949153,1832748,410993739,213.59966752,212.73877155,213.99504158,224.13984025,27212399000,Producer Manufacturing,3375786000,33.4428,
EASEMYTRIP,EASY TRIP PLANNERS LTD,89719036902,413.55,0.43715847,21.15131097,1390342,574975934.1,388.43862335,385.83135323,366.33022967,288.35979694,1067099999.9999998,Consumer Services,1098840000,43.6742,
CAPLIPOINT,CAPLIN POINT LABOR,56220184150,800.5,7.82596983,20.68445651,848372,679121786,726.01931287,723.47492733,734.30636988,743.85287825,10482575000,Health Technology,3804300000,8.26188,
WELCORP,WELSPUN CORP LTD,52307306806,208.9,4.08570005,24.75365781,3290826,687453551.4,192.58316109,192.14006942,185.26225378,164.48936215,63373030000,Producer Manufacturing,6623400000,4.56086,
EQUITAS,EQUITAS HOLDINGS,39579298168,115.5,-0.34512511,2.94117647,1501727,173449468.5,111.9599427,111.87304439,112.00024082,111.24262047,36630200000,Finance,9524779000,3.11121,
DATAMATICS,DATAMATICS GLOBAL,19812872527,314.1,-6.71220671,30.98415346,701238,220258855.8,286.67572024,286.43346039,290.44608054,276.40501739,12010470000,Technology Services,1932700000,,
UTTAMSUGAR,UTTAM SUGAR MILLS,11311767384,281.85,-4.97302765,33.76839108,473640,133495434.00000001,254.35554936,253.48209883,246.79182612,209.67949749,18185903000,Process Industries,2569300000,5.27725,
SAKAR,SAKAR HEALTHCARE L,2481254052,151.65,4.62228355,33.02631579,174725,26497046.25,133.66655602,132.81419273,133.58922734,138.12592021,947393214,Health Technology,272869000,9.2513,
IVP,IVP LTD,1710029129,167.9,0.9924812,24.6936502,199086,33426539.4,153.53872264,153.31500816,152.62866376,135.70520694,2896400000,Process Industries,299900000,13.4804,
RAJSREESUG,RAJSHREE SUG &CHEM,1300572491,41.3,5.76184379,32.79742765,381918,15773213.4,36.59221666,36.49402341,35.34844312,30.60251523,3636254000,Process Industries,82198000,17.0656,
