Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SEAMECLTD,SEAMEC LTD,23711353668,1106.7,19.0255969,23.57079053,167466,185334622.2,983.17019765,1025.79283455,1097.60496176,1017.73778542,2567950000,Industrial Services,1008900000,15.6151,31459200000
WELCORP,WELSPUN CORP LTD,54473187637,244.9,17.2331259,37.50701853,29945638,7333686746.2,202.09531362,197.16482471,187.60098893,165.289468,63373030000,Producer Manufacturing,6623400000,4.56086,
JKLAKSHMI,JK LAKSHMI CEMENT,49674414775,493.75,17.12726841,27.93107916,11527164,5691537225,419.61621958,421.06865577,440.88906269,506.94041112,47274400000,Non-Energy Minerals,9391000000,6.28938,
NBVENTURES,NAVA BHARAT VENTUR,27650424110,204.95,15.72557877,50.69852941,11510079,2358990691.0499997,164.76776049,159.34286215,149.85273633,125.8851483,25433360000,Utilities,11956765000,4.23308,
REMSONSIND,REMSONS INDS,1085537825,221.4,15.64377122,13.88888889,42837,9484111.8,203.74038227,205.01311565,206.83472338,207.84066258,1944195000,Producer Manufacturing,164107000,14.8768,
MFL,MEGHMANI FINECHEM LTD,50358788635,1400.75,15.60204671,16.53978951,691140,968114355,1275.47772149,1249.95552982,1137.28910772,,15509414000,Process Industries,5094875000,,
ARVSMART,ARVIND SMARTSPACES,7074165946,193.2,14.0159339,15.03423638,226945,43845774,177.94917973,183.68151384,194.53517183,186.35601861,1492581000,Finance,419728000,12.892,
WELSPUNIND,WELSPUN INDIA,58400007815,73.45,13.61175561,8.97626113,8964646,658453248.7,70.79113489,75.92409839,88.53136187,109.80384789,69081870000,Consumer Non-Durables,14940900000,11.3732,
ALPHAGEO,ALPHAGEO(INDIA),1746173886,308.05,13.35786569,15.18040755,96725,29796136.25,287.82729206,297.46809781,314.06428516,326.24200732,1430987164,Industrial Services,366694000,1.34202,
SURYAROSNI,SURYA ROSHNI,20702615942,429.4,12.92570677,16.63724026,1782075,765223005,396.02365646,407.53721298,430.25182667,485.34291404,55430900000,Non-Energy Minerals,4106800000,7.18621,
AEGISCHEM,AEGIS LOGISTICS,70393051071,225.75,12.67781383,18.28661252,1876171,423545603.25,206.38199757,209.0159539,211.44601166,228.00401404,38419914000,Distribution Services,4914600000,27.6928,
OMAXE,OMAXE LTD,16771979254.000002,103.6,12.54752852,19.76878613,3295757,341440425.2,92.54335782,92.51845185,91.76944431,86.52726332,4757000000,Finance,-492500000,,
AMBER,AMBER ENTERPRISES,81584314975,2717.1,12.20962646,-19.59934309,589785,1602504823.5,2929.96222962,3180.4952568,3384.35955444,3304.69824653,30274458000,Consumer Durables,2912783000,47.5348,
FOSECOIND,FOSECO(INDIA),9329977925,1633.4,12.04939119,15.88506563,28220,46094548,1468.86066966,1453.86343287,1433.48048638,1418.72644133,3380111000,Process Industries,435653000,,
OPTIEMUS,OPTIEMUS INFRACOM,23302843259,304.2,11.9205298,8.21771612,534087,162469265.4,299.26654948,317.42687247,324.67133572,286.6535961,1815000000,Distribution Services,-783500000,,
MOL,MEGHMANI ORGANICS LTD,28546771671,125.45,11.80926916,8.61471861,6072228,761761002.6,119.82710587,119.87333283,115.15538244,,24984581000,Process Industries,3785108000,,
JINDALSAW,JINDAL SAW LTD,26603541798,92.75,11.61251504,15.9375,4652947,431560834.25,86.42726067,87.88080502,90.90925161,97.68626848,106170326000,Producer Manufacturing,14795200000,5.56827,
LOKESHMACH,LOKESH MACHINES,1403106833,86.9,11.48171905,15.09933775,167665,14570088.5,80.8263616,82.72722924,82.91196008,68.63712823,1502145000,Producer Manufacturing,277328000,5.38345,
GUJALKALI,GUJARAT ALKALIES,59788676558,906.5,11.31577332,19.08828166,1705551,1546081981.5,853.06712858,871.53256152,851.78022601,703.81884563,23987754000,Process Industries,7323100000,7.64259,
POLICYBZR,PB FINTECH LTD,276981792657,685.25,11.02559948,6.20737756,1171358,802673069.5,647.17751879,657.10896381,703.77955675,,8866620000,Technology Services,,,
GRAUWEIL,GRAUER & WEIL IND LTD,16413496610.999998,80.35,10.82758621,22.76546982,6972650,560252427.5,70.15510199,67.62798758,63.89210484,,6032452000,Process Industries,1284200000,6.25205,
NELCAST,NELCAST LTD,5011269301,63.65,10.69565217,6.52719665,731285,46546290.25,61.38280424,63.307568,66.70533187,73.56910069,6109587000,Non-Energy Minerals,515850000,16.4966,
GRANULES,GRANULES INDIA,60724217501,271.2,10.51344743,13.42534504,5393671,1462763575.2,256.67060661,264.61460807,281.83326112,307.4479859,32375428000,Health Technology,7283483000,9.37677,
GANESHBE,GANESH BENZOPLAST LTD,7031024693,125.1,10.46357616,17.35459662,393338,49206583.8,116.91810467,117.52296262,114.00244458,,2702710000,Process Industries,624930000,4.65876,
MONARCH,MONARCH NETWORTH CAP LTD,9161159517,325.25,10.32903664,14.34346985,125168,40710892,307.71072423,304.19702876,270.265998,,1024290855,Finance,744743000,-2.74404,
WELENT,WELSPUN ENTERPRISE,11537348486,84.65,10.07802341,11.45490454,1791110,151617461.5,79.72409768,81.05060887,83.23864564,90.57083988,15295100000,Industrial Services,1437700000,19.855,
JAGSNPHARM,JAGSONPAL PHARMACE,7732339527,325.15,9.99661705,15.62944523,188838,61400675.69999999,299.68521507,300.80588765,287.58409335,213.73089694,1879456000,Health Technology,302820000,8.00956,
IRB,IRB INFRASTRUCTURE,128177780182,234.25,9.92491788,20.99690083,3707852,868564331,216.23849276,220.59175167,229.67864616,214.55064764,52986300000,Industrial Services,29160039000,7.53624,
