Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
COOLCAPS,COOL CAPS INDUSTRI,1670420000,163.95,15.66137566,25.15267176,82500,13525875,142.91212729,135.54380478,117.78280927,,528977000,Producer Manufacturing,,,
SUNDARAM,SUNDARAM MULTI,1378984372,3.35,13.55932203,17.54385965,3469874,11624077.9,2.94975115,2.90177662,2.96751388,3.0807258,703579000,Producer Manufacturing,111967000,12.31598928,
CSLFINANCE,CSL FINANCE LTD,4945766621,270.15,12.70337922,9.37246964,76471,20658640.65,243.36867769,,,,724608000,Finance,467881000,10.57056521,
OBCL,ORISSA BENGAL CARRIER LTD,2291699042,121.85,11.84029371,3.35029686,291617,35533531.45,113.14858311,113.937023,119.43246512,,3031972000,Transportation,,,
RKEC,RKEC PROJECTS LTD,1002807006,46.6,11.48325359,8.49825378,172252,8026943.2,43.08649916,42.5357346,42.94247546,52.64077206,2107193000.0000005,Industrial Services,236705000,6.78403923,
BHAGCHEM,BHAGIRADHA CHEM & INDS L,11633330269,1243.4,11.44073493,16.66353913,66141,82239719.4,1100.29031237,1049.75371079,988.93150897,946.80549236,4345895000,Process Industries,682770000,18.17695017,9213770000
PREMIERPOL,PREMIER POLYFILM L,1948210115,104.25,10.90425532,10.90425532,204305,21298796.25,96.63975132,94.5233387,92.34314031,84.76130975,2138800000.0000005,Consumer Durables,205500000,9.48034119,
SAKSOFT,SAKSOFT LTD,9898228513,1041.95,10.8221655,9.11042463,150761,157085423.95000002,972.78785973,955.90199503,916.98733555,869.02599291,4804298000,Technology Services,790255000,12.52536019,
20MICRONS,20 MICRONS LTD,3442198460,108.1,10.64483112,21.32435466,2284553,246960179.3,95.59828431,88.59867047,81.70562874,74.47640613,6130249000,Process Industries,780567000,5.78092907,3681410000
HUBTOWN,HUBTOWN LTD,5233346199,78.8,9.9790649,12.73247496,1084012,85420145.6,73.05528831,72.75521915,68.3168059,55.30014186,1902800000,Finance,-596200000,-19.54838343,
