Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
MRPL,MANGALORE REF &PET,189894072417,118,9.10772076,42.2543701,86968940,10262334920,93.67163637,86.56393478,73.74863257,55.21956285,697270700000,Energy Minerals,48995200000,3.8757689,
CHENNPETRO,CHENNAI PETRO CP,54873848030,374.5,1.36689674,26.99220075,22689929,8497378410.5,323.21150144,305.03359519,257.61570019,169.75741278,433753800000,Energy Minerals,27238900000,2.0145398,
JKIL,J KUMAR INFAPROJEC,19370369141,267.5,4.51260012,9.00570497,1755249,469529107.5,250.85774205,241.31964182,221.17658868,191.20877982,35272000000,Industrial Services,5045928000,3.83881204,
VADILALIND,VADILAL INDUSTRIES,13611234401,2042.05,7.61791831,12.94211996,227234,464023189.7,1872.11038972,1809.89352034,1657.76878837,1288.17466393,4633133000,Consumer Non-Durables,869153000,16.84286817,
HINDMOTORS,HINDUSTAN MOTORS,4183618841.000001,21,5,27.27272727,442376,9289896,17.33992273,15.26032178,13.34106342,11.4884037,0,Consumer Durables,-66300000,-63.10133998,
KOHINOOR,KOHINOOR FOODS,2064884215,56.5,4.92107707,27.25225225,15148,855862,46.63072905,39.10501664,27.20822917,15.66220406,2654487000,Process Industries,101800000,93.81516911,
SIL,STANDARD INDS,1907353086,30.55,4.98281787,27.29166667,317559,9701427.45,25.63937533,22.67865124,18.9312501,15.93860051,4389598000,Process Industries,2033888000,0.93778669,
ZENITHSTL,ZENITH STEEL PIP IND LTD,1745781267,11.55,5,26.92307692,44208,510602.4,9.57277061,8.08178666,5.61427923,2.6138877,778717000,Non-Energy Minerals,101105000,37.7341602,
IMPEXFERRO,IMPEX FERRO TECH,1300508397,14.6,4.65949821,26.40692641,218502,3190129.2,12.10895529,10.19740302,7.02155514,3.08724039,999590000,Non-Energy Minerals,-2179000,-1860.21082928,
URAVI,URAVI T AND W LTD,1210000000,221,0.45454545,12.46819338,1200,265200,189.60748328,165.20430332,141.58609199,118.64936876,277956397,Producer Manufacturing,44975000,31.16397999,
GLOBAL,GLOBAL EDUCATION LTD,1186004922,126.85,8.88412017,36.6182014,274609,34834151.65,105.81672894,99.61715482,89.90241303,70.82542596,412733000,Commercial Services,184712490,6.38775387,
