Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,10102022,855567855,0002130"
"Trade Date <10-OCT-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,1,1,100.00"
"20,2,20MICRONS,EQ,73407,38734,52.77"
"20,3,21STCENMGM,EQ,30329,16076,53.01"
"20,4,3IINFOLTD,EQ,245842,159979,65.07"
"20,5,3MINDIA,EQ,2048,622,30.37"
"20,6,3PLAND,EQ,1069,691,64.64"
"20,7,4THDIM,EQ,686,686,100.00"
"20,8,574GS2026,GS,100,100,100.00"
"20,9,5PAISA,EQ,9981,6115,61.27"
"20,10,610GS2031,GS,400,400,100.00"
"20,11,622GS2035,GS,961,961,100.00"
"20,12,63MOONS,EQ,278634,119484,42.88"
"20,13,667GS2035,GS,200,200,100.00"
"20,14,667GS2050,GS,1,1,100.00"
"20,15,669GS2024,GS,700,700,100.00"
"20,16,676GS2061,GS,100,100,100.00"
"20,17,695GS2061,GS,2000,2000,100.00"
"20,18,699GS2051,GS,1351,1351,100.00"
"20,19,710GS2029,GS,140,140,100.00"
"20,20,719GS2060,GS,10,10,100.00"
"20,21,736GS2052,GS,800,800,100.00"
"20,22,738GS2027,GS,16100,16100,100.00"
"20,23,74GS2062,GS,1,1,100.00"
"20,24,754GS2036,GS,13123,13123,100.00"
"20,25,91D241122,TB,500,500,100.00"
"20,26,A2ZINFRA,EQ,1077017,740534,68.76"
"20,27,AAATECH,SM,18000,18000,100.00"
"20,28,AAKASH,EQ,251653,160580,63.81"
"20,29,AAREYDRUGS,EQ,18086,13927,77.00"
"20,30,AARTIDRUGS,EQ,77672,36089,46.46"
"20,31,AARTIIND,EQ,822466,268167,32.61"
"20,32,AARTISURF,EQ,26591,9660,36.33"
"20,33,AARVEEDEN,EQ,14080,6067,43.09"
"20,34,AARVI,EQ,14938,8907,59.63"
"20,35,AAVAS,EQ,164179,97202,59.20"
"20,36,ABAN,EQ,96395,40585,42.10"
"20,37,ABB,EQ,204689,82994,40.55"
"20,38,ABBOTINDIA,EQ,11938,5261,44.07"
"20,39,ABCAPITAL,EQ,1728482,647712,37.47"
"20,40,ABFRL,EQ,1633806,512067,31.34"
"20,41,ABINFRA,SM,16000,16000,100.00"
"20,42,ABSLAMC,EQ,17416,10160,58.34"
"20,43,ABSLBANETF,EQ,3628,1487,40.99"
"20,44,ABSLNN50ET,EQ,1305,878,67.28"
"20,45,ACC,EQ,383666,51053,13.31"
"20,46,ACCELYA,EQ,21543,10922,50.70"
"20,47,ACCORD,SM,12000,10000,83.33"
"20,48,ACCURACY,EQ,17281,10007,57.91"
"20,49,ACE,EQ,1153378,349590,30.31"
"20,50,ACRYSIL,EQ,73733,30081,40.80"
"20,51,ADANIENT,EQ,1590792,325060,20.43"
"20,52,ADANIGREEN,EQ,905480,165310,18.26"
"20,53,ADANIPORTS,EQ,4642360,997903,21.50"
"20,54,ADANITRANS,EQ,262753,58789,22.37"
"20,55,ADFFOODS,EQ,9420,5223,55.45"
"20,56,ADORWELD,EQ,5715,3303,57.80"
"20,57,ADROITINFO,EQ,20249,17955,88.67"
"20,58,ADSL,EQ,74851,39590,52.89"
"20,59,ADVANIHOTR,EQ,14807,9113,61.55"
"20,60,ADVENZYMES,EQ,38936,21391,54.94"
"20,61,AEGISCHEM,EQ,1182160,720122,60.92"
"20,62,AETHER,EQ,72133,24091,33.40"
"20,63,AFFLE,EQ,100410,52508,52.29"
"20,64,AGARIND,EQ,194878,81478,41.81"
"20,65,AGI,EQ,470189,154707,32.90"
"20,66,AGNI,SM,90000,60000,66.67"
"20,67,AGRITECH,EQ,8872,5564,62.71"
"20,68,AGROPHOS,EQ,41410,17581,42.46"
"20,69,AGSTRA,EQ,588394,391386,66.52"
"20,70,AHLUCONT,EQ,8441,3384,40.09"
"20,71,AIAENG,EQ,83690,59891,71.56"
"20,72,AILIMITED,SM,3000,3000,100.00"
"20,73,AIRAN,EQ,91867,49350,53.72"
"20,74,AIROLAM,EQ,234387,106444,45.41"
"20,75,AIRTELPP,E1,309539,233006,75.28"
"20,76,AJANTPHARM,EQ,44100,16794,38.08"
"20,77,AJMERA,EQ,21667,9171,42.33"
"20,78,AJOONI,EQ,908450,480097,52.85"
"20,79,AJRINFRA,EQ,705015,435824,61.82"
"20,80,AKASH,EQ,33885,20900,61.68"
"20,81,AKSHAR,EQ,155417,126839,81.61"
"20,82,AKSHARCHEM,EQ,39361,16575,42.11"
"20,83,AKSHOPTFBR,EQ,295175,135336,45.85"
"20,84,AKZOINDIA,EQ,10112,6350,62.80"
"20,85,ALANKIT,EQ,186746,131959,70.66"
"20,86,ALBERTDAVD,EQ,1029,778,75.61"
"20,87,ALEMBICLTD,EQ,114955,62991,54.80"
"20,88,ALICON,EQ,18600,7205,38.74"
"20,89,ALKALI,EQ,81092,43376,53.49"
"20,90,ALKEM,EQ,44062,15350,34.84"
"20,91,ALKYLAMINE,EQ,16851,8737,51.85"
"20,92,ALLCARGO,EQ,450026,207779,46.17"
"20,93,ALLSEC,EQ,13821,7402,53.56"
"20,94,ALMONDZ,EQ,2789,1893,67.87"
