SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,2802.85,2868.75,2802.4,2812.95,2818.2,2802.85,804,4459,12608914,,INE117A01022,30-Jan-23,,
500003,AEGIS LOGIS ,A ,Q,328.05,384,328.05,373.25,373.25,334.65,12752,480425,178948811,,INE208C01025,30-Jan-23,,
500008,AMAR RAJA BA,A ,Q,579.5,591,567.05,569.9,568.05,578.5,1493,23007,13266627,,INE885A01032,30-Jan-23,,
500009,A.SARABHAI  ,X ,Q,24.95,24.95,23.5,23.85,23.85,24.55,499,114851,2734457,,INE432A01017,30-Jan-23,,
500010,HDFC        ,A ,Q,2649.6,2660.3,2597.75,2648.25,2650.6,2659.4,4290,35747,94037920,,INE001A01036,30-Jan-23,,
500012,ANDHRA PETRO,X ,Q,71,72.95,70,70.3,70.35,71.6,584,45171,3197333,,INE714B01016,30-Jan-23,,
500013,ANSAL INFRAS,T ,Q,12.65,12.65,12.65,12.65,12.65,13.3,18,12062,152584,,INE436A01026,30-Jan-23,,
500014,UTIQUE      ,X ,Q,5.88,5.88,5.38,5.53,5.46,5.62,168,19145,105713,,INE096A01010,30-Jan-23,,
500016,ARUNAHTEL   ,X ,Q,13.05,13.5,13.05,13.1,13.1,13.05,16,2166,28430,,INE957C01019,30-Jan-23,,
500020,BOM DYEING  ,B ,Q,72.75,73.35,71.1,71.85,72.1,72.95,1254,105163,7566715,,INE032A01023,30-Jan-23,,
500023,ASIANHOTNR  ,B ,Q,78.7,78.7,74.05,76.2,76.35,74.45,41,843,63437,,INE363A01022,30-Jan-23,,
500027,ATUL LTD.   ,A ,Q,7000.1,7091.2,6900,7030.05,7030.05,6998.6,872,2106,14774373,,INE100A01010,30-Jan-23,,
500028,ATV PROJECTS,XT,Q,9.15,9.4,9.01,9.18,9.2,9.33,44,6059,55943,,INE447A01015,30-Jan-23,,
500031,BAJAJ ELECT.,A ,Q,1102.3,1107.55,1075.85,1079,1081.45,1102.3,593,2451,2675901,,INE193E01025,30-Jan-23,,
500032,BAJAJHIND   ,A ,Q,13.95,14.95,13.9,14.25,14.25,14.4,3433,1589615,22895555,,INE306A01021,30-Jan-23,,
500033,FORCE MOTR  ,B ,Q,1440.1,1495.15,1429.1,1437.3,1433.35,1465.85,887,2633,3829885,,INE451A01017,30-Jan-23,,
500034,BAJFINANCE  ,A ,Q,5790,6066.05,5773,6021.6,6021.6,5756,12396,95287,569501792,,INE296A01024,30-Jan-23,,
500038,BALRAM.CHINI,A ,Q,362.05,369.7,360.3,363.35,363.35,363.55,1399,32393,11783046,,INE119A01028,30-Jan-23,,
500039,BANCO PROD. ,B ,Q,199.85,199.85,191,192.9,194,191.2,1283,14659,2835095,,INE213C01025,30-Jan-23,,
500040,CENTURY TEXT,A ,Q,668.95,687.55,653.65,669.1,669.1,664.7,1052,7819,5251362,,INE055A01016,30-Jan-23,,
500042,BASF INDIA  ,A ,Q,2528.05,2605,2528.05,2602.15,2601.6,2585.95,368,1020,2627703,,INE373A01013,30-Jan-23,,
500043,BATA INDIA  ,A ,Q,1515.8,1516.75,1485.6,1512.45,1512.45,1496.85,1491,9896,14910604,,INE176A01028,30-Jan-23,,
500048,BEML LTD    ,A ,Q,1416.45,1495.4,1416.45,1456.35,1462.05,1447.4,996,3634,5301945,,INE258A01016,30-Jan-23,,
500049,BHARAT ELECT,A ,Q,93.9,93.9,87,88.95,88.95,94.3,36334,3066965,273275671,,INE263A01024,30-Jan-23,,
500052,BHANSALI ENG,A ,Q,107.95,108.45,102.7,103.75,103.75,107.65,1616,85197,8922026,,INE922A01025,30-Jan-23,,
500058,BIHAR SPONGE,XT,Q,10.26,10.7,9.8,10.58,10.56,10.23,103,17316,180166,,INE819C01011,30-Jan-23,,
500060,BIRLACABLE  ,B ,Q,130.2,139.95,130.2,138.05,138,136.2,622,10139,1394121,,INE800A01015,30-Jan-23,,
500067,BLUE STAR   ,A ,Q,1210.35,1240,1210.35,1220.85,1212.55,1234.7,558,1959,2397295,,INE472A01039,30-Jan-23,,
500068,DISA INDIA  ,X ,Q,8200,8395,8100,8197.3,8200,8222.25,34,176,1452198,,INE131C01011,30-Jan-23,,
500069,QUESTCAP    ,X ,Q,215.8,215.8,205,205,205,202.2,10,2048,420396,,INE418C01012,30-Jan-23,,
500074,BPL LTD.    ,B ,Q,60.15,67,60.15,64.2,64.2,65.35,272,14418,930844,,INE110A01019,30-Jan-23,,
500078,OAL         ,B ,Q,375,387.9,368.1,374.05,372.35,383.85,314,4178,1560778,,INE959C01023,30-Jan-23,,
500083,CENTURY EXT ,B ,Q,9.05,9.6,9.05,9.43,9.31,9.3,204,13054,122307,,INE281A01026,30-Jan-23,,
500084,CESC LTD.   ,A ,Q,73.9,73.9,72,72.45,72.45,72.5,1593,111629,8129084,,INE486A01021,30-Jan-23,,
500085,CHAMBAL FERT,A ,Q,294.95,294.95,287.3,289.95,290.3,291.05,1272,30827,8958707,,INE085A01013,30-Jan-23,,
500086,EXIDE IND.  ,A ,Q,182.95,184.6,173.1,176.45,176.45,183.05,4793,268219,47879791,,INE302A01020,30-Jan-23,,
500087,CIPLA LTD.  ,A ,Q,1047.1,1055,1029,1034.8,1037.5,1047.05,1408,14532,15109112,,INE059A01026,30-Jan-23,,
500089,DIC INDIA   ,B ,Q,388.8,397.45,367.2,376.75,376.05,366.9,30,292,114368,,INE303A01010,30-Jan-23,,
500092,CRISIL LTD  ,A ,Q,3039.5,3080.85,2979.85,3044.3,3048,3035.45,624,1657,5040400,,INE007A01025,30-Jan-23,,
500093,CGPOWER     ,A ,Q,298,305.65,298,301.4,301.4,297.75,3128,126051,38036724,,INE067A01029,30-Jan-23,,
500096,DABUR (I)   ,A ,Q,562.15,563.3,551.8,557.3,557.3,562.9,2137,27519,15286906,,INE016A01026,30-Jan-23,,
500097,DALMIASUG   ,A ,Q,358.1,361.25,342.05,346.35,346.75,357.2,2251,26836,9313518,,INE495A01022,30-Jan-23,,
500101,ARVIND Ltd  ,A ,Q,85.1,86.15,83.2,85.05,85.05,86.45,1267,60850,5175611,,INE034A01011,30-Jan-23,,
500102,BALARPUR IND,Z ,Q,0.89,0.93,0.89,0.89,0.89,0.93,780,488396,437065,,INE294A01037,30-Jan-23,,
500103,BHEL        ,A ,Q,72.6,74.75,72.6,74.05,74.05,73.3,7306,1268296,93456207,,INE257A01026,30-Jan-23,,
500104,HIND.PETRO  ,A ,Q,232.45,236.65,231.1,234.4,234.4,234.35,9372,534462,124757694,,INE094A01015,30-Jan-23,,
500106,IFCI LTD    ,A ,Q,12.18,12.34,11.75,12.14,12.14,12.2,3161,5892154,71488955,,INE039A01010,30-Jan-23,,
500108,MAHA.TELE   ,B ,Q,23.2,24.05,22.55,23.1,23.1,23.55,2347,808420,18983203,,INE153A01019,30-Jan-23,,
500109,MRPL        ,A ,Q,57.9,58.55,56.8,57.6,57.6,57.85,2683,366041,21048847,,INE103A01014,30-Jan-23,,
500110,CHENNAI PET.,A ,Q,243.95,250.5,239,246.1,244.9,241.65,3549,117178,28802018,,INE178A01016,30-Jan-23,,
500111,REL.CAP.    ,T ,Q,10.12,10.12,10.12,10.12,10.12,10.65,66,13232,133907,,INE013A01015,30-Jan-23,,
500112,STATE BANK  ,A ,Q,530.35,554.5,525.05,538.35,538.35,540.2,52622,1702096,913795057,,INE062A01020,30-Jan-23,,
500113,STEEL AUTH. ,A ,Q,87.95,89.55,86,86.85,86.85,87.95,4383,741573,64838286,,INE114A01011,30-Jan-23,,
500114,TITAN       ,A ,Q,2329,2343.25,2286.95,2335.45,2335.45,2331.75,8540,223485,520272054,,INE280A01028,30-Jan-23,,
500116,IDBI BANK L ,A ,Q,50.3,52.3,49.8,50.45,50.45,50.9,5780,1025981,52178864,,INE008A01015,30-Jan-23,,
500117,DCW LTD.    ,B ,Q,47,49.35,47,47.55,47.55,47.85,792,37278,1786930,,INE500A01029,30-Jan-23,,
500119,DHAMPUR SUGA,A ,Q,226.95,226.95,211.6,213.9,216.1,216.8,1571,33598,7223324,,INE041A01016,30-Jan-23,,
500120,DIAMINES&CHM,X ,Q,445,456,418.3,422.25,422.25,439.4,332,12894,5583098,,INE591D01014,30-Jan-23,,
500123,ELANTAS     ,B ,Q,4600.05,4645,4551.15,4554.4,4551.15,4581.55,64,169,776348,,INE280B01018,30-Jan-23,,
500124,DR.REDDY'S  ,A ,Q,4315,4338.25,4281.35,4331.45,4331.45,4318.3,3718,18221,78581075,,INE089A01023,30-Jan-23,,
500125,E.I.D.PAR   ,A ,Q,539.6,539.6,480.05,485.3,488,530.45,4117,58897,29508329,,INE126A01031,30-Jan-23,,
500126,PGHL        ,A ,Q,4038.3,4070.5,4010,4017.45,4011.95,4044.1,228,417,1685413,,INE199A01012,30-Jan-23,,
500128,ELEC.CASTING,B ,Q,35.6,36.8,35.55,35.75,35.9,36.15,710,93318,3362983,,INE086A01029,30-Jan-23,,
500133,ESAB INDIA  ,A ,Q,4212,4212,3902.1,3922.55,3923.25,4057.75,226,443,1793307,,INE284A01012,30-Jan-23,,
500135,EPL         ,A ,Q,154.3,155.85,151.6,152.95,152.7,150.9,472,9721,1496854,,INE255A01020,30-Jan-23,,
500136,ESTER INDUS.,B ,Q,120.55,127,120.55,122.9,123.2,122.7,569,11914,1468595,,INE778B01029,30-Jan-23,,
500142,FGP LTD.    ,X ,Q,7.14,7.14,6.36,7.05,7.05,7.07,10,88,600,,INE512A01016,30-Jan-23,,
500143,P.H.CAPITAL ,X ,Q,95,102,78.65,83.2,83.2,95.15,291,23737,2007947,,INE160F01013,30-Jan-23,,
500144,FINOL. CABLE,A ,Q,531.05,543.25,529.55,535.5,538.6,541.2,942,8222,4389765,,INE235A01022,30-Jan-23,,
500147,COCKERILL   ,X ,Q,1415,1465,1390,1454.75,1454.75,1405.85,150,4267,6156652,,INE515A01019,30-Jan-23,,
500148,UFLEX LTD   ,A ,Q,544.05,554.3,536.45,540.05,538,548.6,864,6777,3694986,,INE516A01017,30-Jan-23,,
500150,FOSECO INDIA,B ,Q,1999.85,1999.9,1965,1965.55,1965,1985.95,13,58,114965,,INE519A01011,30-Jan-23,,
500151,GOLDEN TOB  ,Z ,Q,60.4,62,58,58.9,58.9,60.75,7,93,5467,,INE973A01010,30-Jan-23,,
500153,GANESH BENZO,B ,Q,136.4,138.8,132.35,136.5,138,135.75,342,3450,463535,,INE388A01029,30-Jan-23,,
500159,METROGLOBL  ,X ,Q,77,83,77,80.5,80.5,78.5,23,640,51379,,INE085D01033,30-Jan-23,,
500160,GTL LTD.    ,B ,Q,4.72,5.7,4.72,5,5,5.89,1119,946627,4663688,,INE043A01012,30-Jan-23,,
500163,GODFREY PH  ,A ,Q,1900.05,1945,1820,1829.5,1842,1898.45,2729,16792,31210095,,INE260B01028,30-Jan-23,,
500164,GODREJ IND  ,A ,Q,416.85,427.3,416.85,420.65,423.6,422.6,961,8310,3508065,,INE233A01035,30-Jan-23,,
500165,KANSAI NERO ,A ,Q,402.15,411.9,402.15,408.65,407.75,407.6,526,4026,1641672,,INE531A01024,30-Jan-23,,
