Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
JIO Financial Services,153281010,233.5,231.25,357911.15835,JIOFIN,543940,BE
Supreme Industries Ltd.,5545489,4457.7,4406.6,247201.26315299998,SUPREMEIND,509930,EQ
Medplus Health Services Ltd.,15740151,811.4,891.1,127715.58521399999,MEDPLUS,543427,EQ
Suzlon Energy Ltd.,228637586,24.55,25.85,56130.527363,SUZLON,532667,EQ
Sula Vineyards Ltd.,11314902,489.5,508.7,55386.44529,SULA,543711,EQ
Zomato Ltd.,51641364,97.6,99.8,50401.971264,ZOMATO,543320,EQ
Prudent Corporate Advisory Ser,4263738,1077.0,1196.25,45920.45826,PRUDENT,543527,EQ
Tube Investments of India Ltd.,1562261,2900.5,2837.75,45313.380305,TIINDIA,540762,EQ
Aeroflex Industries Limited,18154485,163.25,108.0,29637.1967625,AEROFLEX,543972,EQ
Adani Power Ltd.,8901806,321.3,328.4,28601.502678,ADANIPOWER,533096,EQ
BSE Ltd.,2525447,1062.75,967.8,26839.1879925,BSE,,EQ
Adani Green Energy Ltd.,2761616,928.65,970.5,25645.746984,ADANIGREEN,541450,EQ
CG Power and Industrial Soluti,5325675,429.35,409.4,22865.7856125,CGPOWER,500093,EQ
Angel One Ltd.,1098531,1869.85,1792.1,20540.881903499998,ANGELONE,543235,EQ
Kalyan Jewellers India Ltd.,7615958,251.8,232.8,19176.982244000003,KALYANKJIL,543278,EQ
Titagarh Railsystems Ltd.,2225618,813.35,744.3,18102.064003,TITAGARH,532966,EQ
Star Health and Allied Insuran,2787264,635.95,628.0,17725.605408000003,STARHEALTH,543412,EQ
MTAR Technologies Ltd.,708863,2462.5,2293.75,17455.751375,MTARTECH,543270,EQ
Five-Star Business Finance Ltd,2180034,765.65,744.95,16691.430321,FIVESTAR,543663,EQ
Delhivery Ltd.,3713745,437.5,430.4,16247.634375,DELHIVERY,543529,EQ
Rail Vikas Nigam Ltd.,11999702,131.05,128.5,15725.609471000002,RVNL,542649,EQ
Avenue Supermarts Ltd.,421388,3720.4,3736.3,15677.319152,DMART,540376,EQ
,1567243,1000.0,999.99,15672.43,LIQUIDBEES,,EQ
NCC Ltd.,8758651,169.6,153.9,14854.672095999998,NCC,500294,EQ
Sona BLW Precision Forgings Lt,2423114,595.6,579.4,14432.066984000001,SONACOMS,543300,EQ
Reliance Power Ltd.,72558612,19.15,20.2,13894.974198,RPOWER,532939,EQ
Cochin Shipyard Ltd.,1448152,905.7,869.2,13115.912664000001,COCHINSHIP,540678,EQ
Varun Beverages Ltd.,1407905,899.5,900.55,12664.105475,VBL,540180,EQ
BEML Ltd.,510614,2466.75,2393.55,12595.570845,BEML,500048,EQ
Max Healthcare Institute Ltd.,2059557,589.55,575.35,12142.1182935,MAXHEALTH,543220,EQ
Gland Pharma Ltd.,691794,1741.45,1595.4,12047.246613,GLAND,543245,EQ
Olectra Greentech Ltd.,955836,1248.95,1194.3,11937.913722000001,OLECTRA,532439,EQ
HFCL Ltd.,15151706,76.2,72.85,11545.599972,HFCL,500183,EQ
Tata Elxsi Ltd.,156883,7247.1,7402.05,11369.467893,TATAELXSI,500408,EQ
JSW Energy Ltd.,2685166,350.95,356.8,9423.590076999999,JSWENERGY,533148,EQ
Hindustan Construction Company,32601852,28.9,29.35,9421.935228,HCC,500185,EQ
One97 Communications Ltd.,1050874,853.9,861.75,8973.413086,PAYTM,543396,EQ
HBL Power Systems Ltd.,3153919,268.15,262.2,8457.2337985,HBLPOWER,517271,EQ
Tejas Networks Ltd.,962741,871.1,835.35,8386.436851,TEJASNET,540595,EQ
Alok Industries Ltd.,41969670,19.85,17.85,8330.979495000001,ALOKINDS,521070,EQ
Jupiter Wagons Ltd.,2381458,343.35,327.15,8176.736043000001,JWL,533272,EQ
Indian Railway Finance Corpora,16045238,50.2,49.8,8054.709476,IRFC,543257,EQ
360 One Wam Ltd.,1637886,487.35,505.35,7982.237421,360ONE,542772,EQ
Nava Ltd.,1863440,425.0,398.6,7919.62,NAVA,513023,EQ
RattanIndia Power Ltd.,109846866,6.8,6.5,7469.586888,RTNPOWER,533122,EQ
Union Bank Of India,8446732,85.9,86.95,7255.7427880000005,UNIONBANK,532477,EQ
Yes Bank Ltd.,42603492,16.8,16.8,7157.386656000001,YESBANK,532648,EQ
Railtel Corporation Of India L,3243111,209.35,200.6,6789.4528785,RAILTEL,543265,EQ
Apar Industries Ltd.,135134,5008.45,4968.0,6768.118823,APARINDS,532259,EQ
Zen Technologies Ltd.,776578,840.5,812.75,6527.13809,ZENTEC,533339,BE
Suzlon Energy Ltd.,228637586,24.55,25.85,56130.527363,SUZLON,532667,EQ
JIO Financial Services,153281010,233.5,231.25,357911.15835,JIOFIN,543940,BE
RattanIndia Power Ltd.,109846866,6.8,6.5,7469.586888,RTNPOWER,533122,EQ
Seacoast Shipping Services Ltd,80048152,2.8,2.92,2241.3482559999998,,542753,XT
Reliance Power Ltd.,72558612,19.15,20.2,13894.974198,RPOWER,532939,EQ
Jaiprakash Power Ventures Ltd.,52989664,8.0,8.15,4239.17312,JPPOWER,532627,EQ
Zomato Ltd.,51641364,97.6,99.8,50401.971264,ZOMATO,543320,EQ
Yes Bank Ltd.,42603492,16.8,16.8,7157.386656000001,YESBANK,532648,EQ
Alok Industries Ltd.,41969670,19.85,17.85,8330.979495000001,ALOKINDS,521070,EQ
Vikas Lifecare Ltd.,39677824,4.4,4.35,1745.8242560000003,VIKASLIFE,542655,EQ
Hindustan Construction Company,32601852,28.9,29.35,9421.935228,HCC,500185,EQ
Dish TV India Ltd.,29450699,18.3,19.15,5389.477917,DISHTV,532839,EQ
IFCI Ltd.,18278683,15.25,14.35,2787.4991575,IFCI,500106,EQ
Aeroflex Industries Limited,18154485,163.25,108.0,29637.1967625,AEROFLEX,543972,EQ
Indian Railway Finance Corpora,16045238,50.2,49.8,8054.709476,IRFC,543257,EQ
Medplus Health Services Ltd.,15740151,811.4,891.1,127715.58521399999,MEDPLUS,543427,EQ
HFCL Ltd.,15151706,76.2,72.85,11545.599972,HFCL,500183,EQ
Infibeam Avenues Ltd.,13859232,14.6,14.45,2023.447872,INFIBEAM,539807,EQ
Rail Vikas Nigam Ltd.,11999702,131.05,128.5,15725.609471000002,RVNL,542649,EQ
Sula Vineyards Ltd.,11314902,489.5,508.7,55386.44529,SULA,543711,EQ
Jaiprakash Associates Ltd.,11206051,10.55,10.9,1182.2383805000002,JPASSOCIAT,532532,EQ
The South Indian Bank Ltd.,11034652,23.25,23.2,2565.55659,SOUTHBANK,532218,EQ
IRB Infrastructure Developers ,10647312,28.3,28.95,3013.189296,IRB,532947,EQ
Easy Trip Planners Ltd.,10260444,41.55,41.45,4263.214482,EASEMYTRIP,543272,EQ
Adani Power Ltd.,8901806,321.3,328.4,28601.502678,ADANIPOWER,533096,EQ
NCC Ltd.,8758651,169.6,153.9,14854.672095999998,NCC,500294,EQ
Bajaj Hindusthan Sugar Ltd.,8717785,23.95,24.4,2087.9095075,BAJAJHIND,500032,EQ
Patel Engineering Ltd.,8700883,57.2,57.05,4976.905076,PATELENG,531120,EQ
NMDC Steel Ltd.,8677685,56.4,54.8,4894.21434,NSLNISP,543768,EQ
Union Bank Of India,8446732,85.9,86.95,7255.7427880000005,UNIONBANK,532477,EQ
NHPC Ltd.,7922195,50.2,50.95,3976.94189,NHPC,533098,EQ
Motherson Sumi Wiring India Lt,7737482,62.1,59.55,4804.9763219999995,MSUMI,543498,EQ
Kalyan Jewellers India Ltd.,7615958,251.8,232.8,19176.982244000003,KALYANKJIL,543278,EQ
Equitas Small Finance Bank Ltd,7171433,90.5,86.8,6490.146865,EQUITASBNK,543243,EQ
Bank Of Maharashtra,6259411,38.7,38.95,2422.392057,MAHABANK,532525,EQ
Brightcom Group Ltd.,5927258,17.0,17.9,1007.63386,BCG,532368,EQ
Indiabulls Real Estate Ltd.,5640658,79.95,79.9,4509.7060710000005,IBREALEST,532832,EQ
Supreme Industries Ltd.,5545489,4457.7,4406.6,247201.26315299998,SUPREMEIND,509930,EQ
Kesoram Industries Ltd.,5496863,90.5,89.1,4974.661015,KESORAMIND,502937,BE
Shree Renuka Sugars Ltd.,5444601,46.6,47.4,2537.184066,RENUKA,532670,EQ
Trident Ltd.,5435672,36.55,36.95,1986.738116,TRIDENT,521064,EQ
CG Power and Industrial Soluti,5325675,429.35,409.4,22865.7856125,CGPOWER,500093,EQ
Dhani Services Ltd.,5231589,48.6,46.5,2542.552254,DHANI,532960,BE
SJVN Ltd.,4810175,62.65,62.35,3013.5746375,SJVN,533206,EQ
TV18 Broadcast Ltd.,4693772,48.05,47.9,2255.357446,TV18BRDCST,532800,EQ
NBCC (India) Ltd.,4656763,51.45,51.35,2395.9045635,NBCC,534309,EQ
Lemon Tree Hotels Ltd.,4489481,109.25,110.0,4904.7579925,LEMONTREE,541233,EQ
GMR Power and Urban Infra Ltd.,4359286,25.0,24.9,1089.8215,GMRP&UI,543490,EQ
Subex Ltd.,4326576,36.15,35.95,1564.0572240000001,SUBEXLTD,532348,EQ
Prudent Corporate Advisory Ser,4263738,1077.0,1196.25,45920.45826,PRUDENT,543527,EQ
