Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Voltamp Transformers Ltd.,1398593,4671.05,4928.5,65328.97832650001,VOLTAMP,532757,EQ
Adani Power Ltd.,10456786,377.5,381.15,39474.36715,ADANIPOWER,533096,EQ
Adani Green Energy Ltd.,3060834,1012.3,1013.8,30984.822581999997,ADANIGREEN,541450,EQ
JSW Energy Ltd.,3870928,439.9,421.15,17028.212271999997,JSWENERGY,533148,EQ
Suzlon Energy Ltd.,65118111,26.0,25.5,16930.70886,SUZLON,532667,EQ
Zomato Ltd.,16936763,99.9,98.45,16919.826237,ZOMATO,543320,EQ
Varun Beverages Ltd.,1677253,967.55,926.0,16228.261401499998,VBL,540180,EQ
Cochin Shipyard Ltd.,1402264,1087.75,983.25,15253.12666,COCHINSHIP,540678,EQ
Union Bank Of India,14471786,99.7,102.05,14428.370642,UNIONBANK,532477,EQ
,1332977,1000.0,999.99,13329.77,LIQUIDBEES,,EQ
JIO Financial Services,5777768,230.4,229.75,13311.977472,JIOFIN,543940,EQ
HLE Glascoat Ltd.,2547453,507.9,582.45,12938.513787,HLEGLAS,522215,EQ
NCC Ltd.,8025531,159.45,148.85,12796.709179499998,NCC,500294,EQ
BSE Ltd.,931962,1277.2,1207.0,11903.018664000001,BSE,,EQ
SJVN Ltd.,17041641,68.55,69.8,11682.044905499999,SJVN,533206,EQ
Mazagon Dock Shipbuilders Ltd.,475079,2234.55,2157.8,10615.8777945,MAZDOCK,543237,EQ
Indian Railway Finance Corpora,12257099,75.95,76.8,9309.2666905,IRFC,543257,EQ
Indian Overseas Bank,18351222,45.4,43.5,8331.454788,IOB,532388,EQ
Venus Pipes & Tubes Ltd.,632015,1262.65,1259.95,7980.1373975,VENUSPIPES,543528,EQ
Rail Vikas Nigam Ltd.,4733918,166.7,169.8,7891.441305999999,RVNL,542649,EQ
Apar Industries Ltd.,130192,5805.05,5438.9,7557.710696,APARINDS,532259,EQ
Yes Bank Ltd.,43092337,17.35,17.45,7476.5204695,YESBANK,532648,EQ
IFCI Ltd.,29607189,24.7,22.1,7312.975683,IFCI,500106,EQ
PB Fintech Ltd.,926145,749.85,742.25,6944.6982825,POLICYBZR,543390,EQ
Jupiter Wagons Ltd.,1963159,302.8,288.4,5944.445452000001,JWL,533272,EQ
,2878030,204.67,204.76,5890.464000999999,SETFNIF50,,EQ
NHPC Ltd.,11201667,51.6,52.25,5780.060172,NHPC,533098,EQ
