Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Zomato Ltd.,68302985,102.95,99.45,70317.9230575,ZOMATO,543320,EQ
One97 Communications Ltd.,7318308,885.15,856.55,64778.003262,PAYTM,543396,EQ
JIO Financial Services,20716758,239.4,242.55,49595.918652,JIOFIN,543940,EQ
Adani Power Ltd.,11676246,379.4,377.15,44299.677324,ADANIPOWER,533096,EQ
Mazagon Dock Shipbuilders Ltd.,1861984,2270.0,2098.8,42267.0368,MAZDOCK,543237,EQ
Union Bank Of India,40051228,96.1,94.5,38489.230107999996,UNIONBANK,532477,EQ
Suzlon Energy Ltd.,149331770,24.2,23.25,36138.28834,SUZLON,532667,EQ
Adani Energy Solutions,4209887,846.1,851.75,35619.853907000004,ADANIENSOL,539254,EQ
Rail Vikas Nigam Ltd.,17260503,170.15,170.95,29368.745854500004,RVNL,542649,EQ
Hatsun Agro Product Ltd.,2445568,1186.45,1191.75,29015.441536,HATSUN,531531,EQ
Apar Industries Ltd.,507937,5197.65,5130.9,26400.787480499996,APARINDS,532259,EQ
Olectra Greentech Ltd.,2026115,1254.55,1195.5,25418.6257325,OLECTRA,532439,EQ
Ramkrishna Forgings Ltd.,3553827,689.4,713.45,24500.083337999997,RKFORGE,532527,EQ
Data Patterns (India) Ltd.,1091576,2072.75,2098.65,22625.64154,DATAPATTNS,543428,EQ
Himadri Speciality Chemical Lt,9020162,241.7,243.85,21801.731554,HSCL,500184,EQ
MTAR Technologies Ltd.,815611,2602.45,2671.25,21225.868469499997,MTARTECH,543270,EQ
Yes Bank Ltd.,114341946,18.3,17.5,20924.576118,YESBANK,532648,EQ
Indian Railway Finance Corpora,26073363,79.35,81.25,20689.2135405,IRFC,543257,EQ
Max Healthcare Institute Ltd.,3491398,572.45,583.95,19986.507851000002,MAXHEALTH,543220,EQ
Restaurant Brands Asia Ltd.,14958515,128.35,120.3,19199.2540025,RBA,543248,EQ
,1745743,999.99,999.99,17457.2554257,LIQUIDBEES,,EQ
The Phoenix Mills Ltd.,927657,1851.15,1819.25,17172.322555500003,PHOENIXLTD,503100,EQ
NMDC Steel Ltd.,31249518,54.15,55.25,16921.613997,NSLNISP,543768,EQ
360 One Wam Ltd.,3169885,526.65,547.6,16694.1993525,360ONE,542772,EQ
Titagarh Railsystems Ltd.,2109931,779.7,750.65,16451.132007,TITAGARH,532966,EQ
Usha Martin Ltd.,4656590,347.05,348.0,16160.695595,USHAMART,517146,EQ
Aditya Vision Ltd.,678235,2231.1,2365.75,15132.101085,,540205,B 
NHPC Ltd.,27065308,54.8,55.9,14831.788783999998,NHPC,533098,EQ
Poonawalla Fincorp Ltd.,3674619,388.95,381.9,14292.4306005,POONAWALLA,524000,EQ
UCO Bank,35121200,40.4,37.15,14188.9648,UCOBANK,532505,EQ
AIA Engineering Ltd.,378257,3688.3,3586.75,13951.252931,AIAENG,532683,EQ
JBM Auto Ltd.,925383,1496.15,1506.95,13845.117754500001,JBMA,532605,BE
Bank Of Maharashtra,30589988,45.1,43.95,13796.084588,MAHABANK,532525,EQ
PB Fintech Ltd.,1641168,772.3,766.45,12674.740463999999,POLICYBZR,543390,EQ
Rainbow Children's Medicare Lt,1232845,1025.95,1019.6,12648.3732775,RAINBOW,543524,EQ
CG Power and Industrial Soluti,2841404,436.2,444.85,12394.204248,CGPOWER,500093,EQ
FSN E-Commerce Ventures Ltd.,7892084,153.55,150.1,12118.294982000001,NYKAA,543384,EQ
Supreme Industries Ltd.,294011,4120.15,4294.9,12113.694216499998,SUPREMEIND,509930,EQ
Macrotech Developers Ltd.,1474716,796.25,800.5,11742.42615,LODHA,543287,EQ
Aster DM Healthcare Ltd.,3388935,341.95,341.45,11588.4632325,ASTERDM,540975,EQ
Central Bank Of India,24503171,47.1,44.8,11540.993541000002,CENTRALBK,532885,EQ
Jaiprakash Power Ventures Ltd.,113536786,10.1,9.9,11467.215386,JPPOWER,532627,EQ
Krishna Institute of Medical S,555596,2055.3,2140.1,11419.164588000001,KIMS,543308,EQ
Bank Of India,10701926,105.75,107.25,11317.286745,BANKINDIA,532149,EQ
Indian Overseas Bank,28501758,39.5,37.0,11258.19441,IOB,532388,EQ
Jindal Stainless Ltd.,2204383,491.2,519.05,10827.929295999998,JSL,532508,EQ
Kalyan Jewellers India Ltd.,4675698,228.65,227.0,10690.983477,KALYANKJIL,543278,EQ
Nazara Technologies Ltd.,1234640,836.8,828.4,10331.46752,NAZARA,543280,EQ
Safari Industries (India) Ltd.,285218,3522.7,3524.6,10047.374485999999,SAFARI,523025,EQ
The South Indian Bank Ltd.,40811531,24.6,23.95,10039.636626,SOUTHBANK,532218,EQ
GTL Infrastructure Ltd.,170554374,1.3,1.2,2217.206862,GTLINFRA,532775,EQ
Suzlon Energy Ltd.,149331770,24.2,23.25,36138.28834,SUZLON,532667,EQ
RattanIndia Power Ltd.,118340883,6.95,6.8,8224.6913685,RTNPOWER,533122,EQ
Yes Bank Ltd.,114341946,18.3,17.5,20924.576118,YESBANK,532648,EQ
Jaiprakash Power Ventures Ltd.,113536786,10.1,9.9,11467.215386,JPPOWER,532627,EQ
Zomato Ltd.,68302985,102.95,99.45,70317.9230575,ZOMATO,543320,EQ
Brightcom Group Ltd.,43301242,17.5,16.7,7577.71735,BCG,532368,EQ
