Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Zomato Ltd.,38034352,109.85,109.0,41780.735671999995,ZOMATO,543320,EQ
Suzlon Energy Ltd.,82082449,27.15,27.65,22285.3849035,SUZLON,532667,BE
360 One Wam Ltd.,3799212,511.2,516.2,19421.571743999997,360ONE,542772,EQ
,1917437,1000.0,1000.0,19174.37,LIQUIDBEES,,EQ
MMTC Ltd.,27047679,70.55,58.85,19082.137534499998,MMTC,513377,EQ
Gujarat Mineral Development Co,4413906,404.35,384.0,17847.628911,GMDCLTD,532181,EQ
JSW Energy Ltd.,4412815,392.0,397.35,17298.2348,JSWENERGY,533148,EQ
Central Depository Services (I,1175386,1390.65,1330.6,16345.505409000001,CDSL,,EQ
CG Power and Industrial Soluti,3762159,399.75,404.45,15039.2306025,CGPOWER,500093,EQ
JIO Financial Services,5654464,225.15,225.1,12731.025696,JIOFIN,543940,EQ
Shalimar Paints Ltd.,6473304,180.3,166.85,11671.367112,SHALPAINTS,509874,EQ
NCC Ltd.,7036852,165.15,156.1,11621.361078,NCC,500294,EQ
One97 Communications Ltd.,1099435,957.55,971.75,10527.6398425,PAYTM,543396,EQ
NBCC (India) Ltd.,15911440,63.75,62.65,10143.543,NBCC,534309,EQ
PB Fintech Ltd.,1317139,733.9,747.85,9666.483121000001,POLICYBZR,543390,EQ
IFCI Ltd.,36642464,26.0,23.2,9527.04064,IFCI,500106,EQ
Shyam Metalics And Energy Ltd.,2014708,461.45,433.55,9296.870066,SHYAMMETL,543299,EQ
TV18 Broadcast Ltd.,18702987,48.5,45.65,9070.948695,TV18BRDCST,532800,EQ
Fortis Healthcare Ltd.,2625529,336.25,333.9,8828.3412625,FORTIS,532843,EQ
Whirlpool Of India Ltd.,504551,1715.95,1672.5,8657.8428845,WHIRLPOOL,500238,EQ
Varun Beverages Ltd.,920970,924.7,917.65,8516.20959,VBL,540180,EQ
SJVN Ltd.,11641360,70.8,69.95,8242.08288,SJVN,533206,EQ
MOIL Ltd.,3143574,247.8,229.55,7789.776372,MOIL,533286,EQ
Network 18 Media & Investments,9552896,80.55,72.2,7694.857728,NETWORK18,532798,EQ
Blue Dart Express Ltd.,112961,6740.65,6687.75,7614.3056465,BLUEDART,526612,EQ
Nippon Life India Asset Manage,1955823,379.15,350.65,7415.502904499999,NAM-INDIA,540767,EQ
Rajesh Exports Ltd.,1597172,455.7,464.05,7278.312804,RAJESHEXPO,531500,EQ
Indian Railway Finance Corpora,9672991,75.1,75.6,7264.416240999999,IRFC,543257,EQ
Raymond Ltd.,390846,1779.35,1783.05,6954.518301,RAYMOND,500330,EQ
PCBL Ltd.,3288003,204.15,196.7,6712.458124500001,PCBL,506590,EQ
BSE Ltd.,449624,1474.55,1481.75,6629.930691999999,BSE,,EQ
