Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
JIO Financial Services,20142575,240.2,244.25,48382.46515,JIOFIN,543940,EQ
Indian Railway Finance Corpora,53424188,78.9,82.8,42151.684332000004,IRFC,543257,EQ
Zomato Ltd.,42293689,97.9,98.75,41405.521531000006,ZOMATO,543320,EQ
Rail Vikas Nigam Ltd.,18327909,166.7,169.85,30552.624302999997,RVNL,542649,EQ
Tube Investments of India Ltd.,766199,3264.8,3365.6,25014.864952000004,TIINDIA,540762,EQ
Bank Of India,21743406,103.55,98.45,22515.296913,BANKINDIA,532149,EQ
,2178531,999.99,1000.0,21785.092146900002,LIQUIDBEES,,EQ
Suzlon Energy Ltd.,96995433,22.15,22.8,21484.488409499998,SUZLON,532667,EQ
Adani Power Ltd.,4416580,377.1,386.3,16654.92318,ADANIPOWER,533096,EQ
BSE Ltd.,1244448,1300.25,1298.05,16180.93512,BSE,,EQ
One97 Communications Ltd.,1856655,838.25,864.55,15563.4105375,PAYTM,543396,EQ
SJVN Ltd.,20481995,75.9,70.35,15545.834205,SJVN,533206,EQ
Union Bank Of India,16267011,90.5,87.6,14721.644955,UNIONBANK,532477,EQ
Suven Pharmaceuticals Ltd.,2823278,518.35,513.45,14634.461513,SUVENPHAR,543064,EQ
IRB Infrastructure Developers ,42893549,32.15,32.25,13790.2760035,IRB,532947,EQ
Ircon International Ltd.,9043806,147.0,150.95,13294.39482,IRCON,541956,EQ
Max Healthcare Institute Ltd.,2250355,582.7,618.45,13112.818585,MAXHEALTH,543220,EQ
Yes Bank Ltd.,68482737,17.7,17.55,12121.444448999999,YESBANK,532648,EQ
Mazagon Dock Shipbuilders Ltd.,583402,2061.2,2071.85,12025.082024,MAZDOCK,543237,EQ
Jaiprakash Power Ventures Ltd.,117747011,9.8,8.7,11539.207078000001,JPPOWER,532627,EQ
Central Depository Services (I,840174,1319.2,1333.8,11083.575407999999,CDSL,,EQ
Gujarat Mineral Development Co,3781915,291.2,262.05,11012.93648,GMDCLTD,532181,EQ
IOL Chemicals And Pharmaceutic,2115857,520.2,438.9,11006.688114,IOLCP,524164,EQ
NHPC Ltd.,20911122,51.9,50.7,10852.872318,NHPC,533098,EQ
Titagarh Railsystems Ltd.,1273959,754.6,765.7,9613.294614,TITAGARH,532966,EQ
Shyam Metalics And Energy Ltd.,2027451,441.9,437.9,8959.305969,SHYAMMETL,543299,EQ
ITI Ltd.,4484742,199.65,167.25,8953.787403,ITI,523610,EQ
APL Apollo Tubes Ltd.,514560,1632.35,1624.0,8399.42016,APLAPOLLO,533758,EQ
Bank Of Maharashtra,19062686,43.0,41.1,8196.95498,MAHABANK,532525,EQ
Supreme Industries Ltd.,176427,4415.05,4582.25,7789.3402635,SUPREMEIND,509930,EQ
Railtel Corporation Of India L,3454869,224.5,223.55,7756.180905,RAILTEL,543265,EQ
FSN E-Commerce Ventures Ltd.,4927199,148.75,145.15,7329.2085125,NYKAA,543384,EQ
Cochin Shipyard Ltd.,668095,1087.25,1065.7,7263.8628875,COCHINSHIP,540678,EQ
Himadri Speciality Chemical Lt,3119273,232.5,232.05,7252.309725,HSCL,500184,EQ
MTAR Technologies Ltd.,264159,2635.75,2623.1,6962.5708425,MTARTECH,543270,EQ
The Jammu & Kashmir Bank Ltd.,6493913,105.15,96.15,6828.3495195000005,J&KBANK,532209,EQ
JSW Energy Ltd.,1648760,395.75,397.15,6524.9677,JSWENERGY,533148,EQ
NCC Ltd.,4313652,147.3,150.9,6354.009396,NCC,500294,EQ
PB Fintech Ltd.,821339,758.0,788.4,6225.74962,POLICYBZR,543390,EQ
Poly Medicure Ltd.,426850,1424.75,1339.5,6081.545375,POLYMED,531768,EQ
Sona BLW Precision Forgings Lt,1060858,571.6,583.65,6063.864328000001,SONACOMS,543300,EQ
Reliance Power Ltd.,31698764,19.0,18.4,6022.76516,RPOWER,532939,EQ
Avenue Supermarts Ltd.,153742,3813.7,3753.25,5863.258654,DMART,540376,EQ
Bajaj Holdings & Investment Lt,80940,7093.2,7133.0,5741.23608,BAJAJHLDNG,500490,EQ
RattanIndia Power Ltd.,86878935,6.5,6.8,5647.130775,RTNPOWER,533122,EQ
Macrotech Developers Ltd.,707824,793.45,785.15,5616.229528000001,LODHA,543287,EQ
Tata Motors Ltd. - DVR Ordinar,1316917,425.2,421.7,5599.531084,TATAMTRDVR,570001,EQ
Varun Beverages Ltd.,610810,913.3,919.95,5578.52773,VBL,540180,EQ
NIIT Ltd.,3950088,140.75,117.3,5559.74886,NIITLTD,500304,EQ
Coffee Day Enterprises Ltd.,10813852,51.15,42.75,5531.285298,COFFEEDAY,539436,EQ
GTL Infrastructure Ltd.,146015092,1.15,1.05,1679.1735579999997,GTLINFRA,532775,EQ
Jaiprakash Power Ventures Ltd.,117747011,9.8,8.7,11539.207078000001,JPPOWER,532627,EQ
Suzlon Energy Ltd.,96995433,22.15,22.8,21484.488409499998,SUZLON,532667,EQ
RattanIndia Power Ltd.,86878935,6.5,6.8,5647.130775,RTNPOWER,533122,EQ
Yes Bank Ltd.,68482737,17.7,17.55,12121.444448999999,YESBANK,532648,EQ
Indian Railway Finance Corpora,53424188,78.9,82.8,42151.684332000004,IRFC,543257,EQ
Vikas Lifecare Ltd.,47184702,5.25,5.8,2477.196855,VIKASLIFE,542655,EQ
IRB Infrastructure Developers ,42893549,32.15,32.25,13790.2760035,IRB,532947,EQ
Zomato Ltd.,42293689,97.9,98.75,41405.521531000006,ZOMATO,543320,EQ
Reliance Power Ltd.,31698764,19.0,18.4,6022.76516,RPOWER,532939,EQ
Infibeam Avenues Ltd.,29387783,18.0,16.6,5289.80094,INFIBEAM,539807,EQ
GVK Power & Infrastructure Ltd,28085522,7.2,6.9,2022.157584,GVKPIL,532708,EQ
Vikas EcoTech Ltd.,27867591,4.05,4.15,1128.6374355,VIKASECO,530961,EQ
Bank Of India,21743406,103.55,98.45,22515.296913,BANKINDIA,532149,EQ
NHPC Ltd.,20911122,51.9,50.7,10852.872318,NHPC,533098,EQ
SJVN Ltd.,20481995,75.9,70.35,15545.834205,SJVN,533206,EQ
JIO Financial Services,20142575,240.2,244.25,48382.46515,JIOFIN,543940,EQ
Bank Of Maharashtra,19062686,43.0,41.1,8196.95498,MAHABANK,532525,EQ
Rail Vikas Nigam Ltd.,18327909,166.7,169.85,30552.624302999997,RVNL,542649,EQ
Jaiprakash Associates Ltd.,17773924,12.25,11.75,2177.30569,JPASSOCIAT,532532,EQ
Union Bank Of India,16267011,90.5,87.6,14721.644955,UNIONBANK,532477,EQ
Hindustan Construction Company,15438270,25.65,24.15,3959.916255,HCC,500185,EQ
The South Indian Bank Ltd.,15059803,23.5,22.85,3539.053705,SOUTHBANK,532218,EQ
Brightcom Group Ltd.,14863037,15.95,15.2,2370.6544015,BCG,532368,EQ
Indian Overseas Bank,12518387,35.0,32.35,4381.43545,IOB,532388,EQ
Bajaj Hindusthan Sugar Ltd.,11713875,25.8,24.95,3022.17975,BAJAJHIND,500032,EQ
Central Bank Of India,11548835,40.4,37.6,4665.72934,CENTRALBK,532885,EQ
UCO Bank,11373741,35.55,33.65,4043.3649254999996,UCOBANK,532505,EQ
Coffee Day Enterprises Ltd.,10813852,51.15,42.75,5531.285298,COFFEEDAY,539436,EQ
Ircon International Ltd.,9043806,147.0,150.95,13294.39482,IRCON,541956,EQ
Alok Industries Ltd.,9029471,19.25,18.3,1738.1731675,ALOKINDS,521070,EQ
,8819355,15.18,15.15,1338.778089,MIDCAPETF,,EQ
Dish TV India Ltd.,7928047,19.65,19.1,1557.8612354999998,DISHTV,532839,EQ
GMR Power and Urban Infra Ltd.,7737211,36.6,33.3,2831.819226,GMRP&UI,543490,EQ
