Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
JIO Financial Services,145276569,252.85,255.05,367331.8047165,JIOFIN,543940,EQ
Adani Green Energy Ltd.,4161259,1006.1,962.1,41866.426799,ADANIGREEN,541450,EQ
,4342781,855.95,813.45,37172.0339695,ADANIENSOL,,EQ
Indian Railway Finance Corpora,51642289,68.75,72.25,35504.0736875,IRFC,543257,EQ
BSE Ltd.,1964230,1205.35,1187.2,23675.846305,BSE,,EQ
Rail Vikas Nigam Ltd.,15187024,149.85,156.75,22757.755464,RVNL,542649,EQ
JM Financial Ltd.,23080516,93.9,89.05,21672.604524000002,JMFINANCIL,523405,EQ
Reliance Power Ltd.,81643914,21.2,19.8,17308.509768,RPOWER,532939,EQ
One97 Communications Ltd.,1877141,898.8,881.1,16871.743308,PAYTM,543396,EQ
Life Insurance Corporation of ,2422488,678.0,660.0,16424.46864,LICI,543526,EQ
,1613592,1000.0,1000.0,16135.92,LIQUIDBEES,,EQ
Tatva Chintan Pharma Chem Ltd.,974146,1654.15,1714.6,16113.836059000001,TATVA,543321,EQ
NBCC (India) Ltd.,25537088,59.8,59.65,15271.178623999998,NBCC,534309,EQ
Vishnu Prakash,9283961,163.5,145.7,15179.276235,VPRPL,543974,EQ
Himadri Speciality Chemical Lt,5567811,267.7,279.0,14905.030047,HSCL,500184,EQ
Yes Bank Ltd.,78327424,18.0,18.15,14098.93632,YESBANK,532648,EQ
Suzlon Energy Ltd.,56939022,23.8,23.6,13551.487236,SUZLON,532667,EQ
Adani Power Ltd.,3858062,347.55,342.45,13408.694481000002,ADANIPOWER,533096,EQ
Shree Renuka Sugars Ltd.,24447072,53.3,50.6,13030.289375999999,RENUKA,532670,EQ
Zomato Ltd.,13029270,98.2,98.2,12794.74314,ZOMATO,543320,EQ
JK Paper Ltd.,2920309,398.0,371.95,11622.82982,JKPAPER,532162,EQ
JSW Energy Ltd.,3030128,382.3,378.75,11584.179344,JSWENERGY,533148,EQ
Rashtriya Chemicals and Fertil,8808415,131.3,123.95,11565.448895,RCF,524230,EQ
MMTC Ltd.,16998995,67.5,63.0,11474.321625,MMTC,513377,EQ
The Fertilisers And Chemicals ,2006893,546.25,459.8,10962.6530125,FACT,590024,EQ
APL Apollo Tubes Ltd.,540365,1790.35,1795.3,9674.4247775,APLAPOLLO,533758,EQ
Dreamfolks Services Ltd.,1860267,513.95,501.95,9560.8422465,DREAMFOLKS,543591,EQ
Indiabulls Real Estate Ltd.,11344216,83.0,78.2,9415.69928,IBREALEST,532832,EQ
NHPC Ltd.,16725265,53.3,52.7,8914.566245,NHPC,533098,EQ
Dish TV India Ltd.,41580307,21.35,21.3,8877.395544500001,DISHTV,532839,EQ
Data Patterns (India) Ltd.,376255,2250.35,2393.05,8467.0543925,DATAPATTNS,543428,EQ
Gujarat Mineral Development Co,3137184,264.9,258.75,8310.400415999999,GMDCLTD,532181,EQ
Central Depository Services (I,675267,1220.85,1225.45,8243.997169499999,CDSL,,EQ
IDBI Bank Ltd.,11456662,70.1,70.15,8031.120061999999,IDBI,500116,EQ
Macrotech Developers Ltd.,1078462,722.0,734.95,7786.49564,LODHA,543287,EQ
West Coast Paper Mills Ltd.,1051653,739.55,656.0,7777.4997615,WSTCSTPAPR,500444,EQ
Lemon Tree Hotels Ltd.,7070155,108.5,106.1,7671.118175,LEMONTREE,541233,EQ
FSN E-Commerce Ventures Ltd.,5088841,142.6,138.05,7256.687266,NYKAA,543384,EQ
Castrol India Ltd.,4626717,155.2,149.0,7180.664784,CASTROLIND,500870,EQ
Titagarh Railsystems Ltd.,901691,790.85,823.3,7131.0232735,TITAGARH,532966,EQ
Aavas Financiers Ltd.,417037,1632.0,1636.7,6806.04384,AAVAS,541988,EQ
Ircon International Ltd.,5585159,121.35,126.3,6777.590446499999,IRCON,541956,EQ
NRB Bearings Ltd.,2506913,269.75,272.95,6762.3978175,NRBBEARING,530367,EQ
SKF India Ltd.,125287,5309.2,5251.6,6651.7374039999995,SKFINDIA,500472,EQ
E.I.D. - Parry (India) Ltd.,1264236,522.25,483.55,6602.47251,EIDPARRY,500125,EQ
Jupiter Wagons Ltd.,1647976,400.1,392.1,6593.551976000001,JWL,533272,EQ
VIP Industries Ltd.,916709,708.25,700.45,6492.5914925,VIPIND,507880,EQ
Union Bank Of India,7354523,88.0,89.85,6471.98024,UNIONBANK,532477,EQ
Cochin Shipyard Ltd.,667559,955.15,953.3,6376.1897885,COCHINSHIP,540678,EQ
NCC Ltd.,3917688,162.15,170.05,6352.531092,NCC,500294,EQ
JIO Financial Services,145276569,252.85,255.05,367331.8047165,JIOFIN,543940,EQ
Reliance Power Ltd.,81643914,21.2,19.8,17308.509768,RPOWER,532939,EQ
RattanIndia Power Ltd.,80493042,6.65,6.35,5352.787293,RTNPOWER,533122,EQ
Yes Bank Ltd.,78327424,18.0,18.15,14098.93632,YESBANK,532648,EQ
Jaiprakash Power Ventures Ltd.,65649377,8.75,8.55,5744.3204875,JPPOWER,532627,EQ
Suzlon Energy Ltd.,56939022,23.8,23.6,13551.487236,SUZLON,532667,EQ
Indian Railway Finance Corpora,51642289,68.75,72.25,35504.0736875,IRFC,543257,EQ
KBC Global Ltd.,41691279,3.0,2.95,1250.73837,KBCGLOBAL,541161,BE
Dish TV India Ltd.,41580307,21.35,21.3,8877.395544500001,DISHTV,532839,EQ
NBCC (India) Ltd.,25537088,59.8,59.65,15271.178623999998,NBCC,534309,EQ
Shree Renuka Sugars Ltd.,24447072,53.3,50.6,13030.289375999999,RENUKA,532670,EQ
Jaiprakash Associates Ltd.,23781001,13.9,14.05,3305.5591390000004,JPASSOCIAT,532532,EQ
JM Financial Ltd.,23080516,93.9,89.05,21672.604524000002,JMFINANCIL,523405,EQ
Mishtann Foods Ltd.,20519977,13.38,12.34,2745.5729226,,539594,X 
Infibeam Avenues Ltd.,20497001,14.75,15.15,3023.3076475,INFIBEAM,539807,EQ
Hindustan Construction Company,18918921,28.15,29.3,5325.6762615,HCC,500185,EQ
Bajaj Hindusthan Sugar Ltd.,18566001,29.15,28.35,5411.9892915,BAJAJHIND,500032,EQ
MMTC Ltd.,16998995,67.5,63.0,11474.321625,MMTC,513377,EQ
Alok Industries Ltd.,16913080,21.7,20.95,3670.13836,ALOKINDS,521070,EQ
IFCI Ltd.,16815615,17.4,18.4,2925.91701,IFCI,500106,EQ
NHPC Ltd.,16725265,53.3,52.7,8914.566245,NHPC,533098,EQ
Rail Vikas Nigam Ltd.,15187024,149.85,156.75,22757.755464,RVNL,542649,EQ
Trident Ltd.,14542693,41.55,42.65,6042.4889415,TRIDENT,521064,EQ
GMR Power and Urban Infra Ltd.,13542974,34.55,37.5,4679.097517,GMRP&UI,543490,EQ
SpiceJet Ltd.,13103039,39.7,33.09,5201.906483,SPICEJET,500285,B 
Zomato Ltd.,13029270,98.2,98.2,12794.74314,ZOMATO,543320,EQ
IDBI Bank Ltd.,11456662,70.1,70.15,8031.120061999999,IDBI,500116,EQ
